date,SPY,GOOGL,AAPL,AMZN,MSFT,EBAY,TSM,ON,INTC,IBM,AMD,CSCO,ADBE,ADSK,T,DIS,CRM,JPM,BAC,BRK-B,JNJ,PG,HD,WMT,KO,PEP,UL,MCD,SBUX,MRK,UNH,V,MA,XOM,CVX,GE,X,TSLA,BABA,GILD,TWTR,GPRO,TIF,SHAK,LULU,DD,SPLK,TEAM,OKTA,PS,ZS,DOCU,MDB,EPI,EWS,VNM,EIDO,EPHE,PEK,AIG,PFE,C,CAT,NVDA,NKE,PYPL,XLNX,SQ,MU,TGT,WDAY,TWLO,ROKU,VMW,BND,IYR,GLD,MTCH,COST,TCEHY,NIO,UBER,LYFT,WORK,KRUS,CRWD,ZM,BIDU,PINS,PDD,IQ,MOMO,LK,BYND,GH,CRSP,TXG,MRNA,REGN,APRN,SHOP,NOW,DDOG,LVGO,AMAT,POWI,TDOC,TTD,BILI,IPHI,MELI,PLUG,RPRX,WKHS,DPHC,LOW,ETSY,FTCH
,SP500,Alphabet,Apple,Amazon,Microsoft,eBay,Taiwan_Semicon,ON_Semiconductor,Intel,IBM,AMD,Cisco_Systems,Adobe_Systems,AutoDesk,AT&T,Disney,SalesForce,JP_Morgan,Bank of America,Berkshire Hathaway,Johnson&Johnson,P&G,Home Depot,Walmart,Cocal Cola,Pepsico,Unilever,McDonald's,Starbucks,Merck,United Health,Visa,Master Card,Exxon Mobil,Chevron,General Electronics,US Steel,Tesla,Alibaba,Gilead Sciences,Twitter,GoPro,Tiffany & Co,Shake Shack,Lululemon,DuPont,Splunk,Atlassian,Okta,Pluralsight,Zscaler,DocuSign,MongoDB,WisdomTree India,iShares Singapore,Vietnam(VNM),iShares Indonesia,iShares Philippin,ChinaAMC,AIG,Pfizer,Citigroup,Caterpillar,NVIDIA,Nike,PayPal,Xilinx,Square,Micron Tech,Target,Workday,TWLIO,Roku,VMware,US Bond ETF,US REIT ETF,Gold Shares,Match,Costco,Tencent,NIO,Uber,Lyft,Slack,Kura Sushi,Crowd Strike,Zoom Video,Baidu,Pinterest,Pinduoduo,IQIYI,Momo,Luckin Coffee,Beyond Meat,Guardant Health,CRISPR Therapeautics,10x Genomics,Moderna,Regeneron,Blue Apron,Shopify,ServiceNow,Datadog,Livongo Health,Applied Materials,Power Integrations,Teladoc,Trade Desk,Bilibili,Inphi,MercadoLibre,Plug Power,Royalty Pharma,Workhorse,Diamond Peak,Lowes,Etsy,Farfetch
2017-05-11,62358300,1016797,25596687,2135393,27985424,5577042,6648927,5909267,21272009,5546379,72574404,16374518,1331306,1971402,16448138,7938863,2685988,10771739,67980926,3260411,4019556,5989667,3621071,7580458,6703720,2257363,1166535,1893482,5493696,18375115,1850982,6990653,2227337,9822367,4552280,27586723,16880444,4693235,11375510,7999047,12428561,2364018,810054,796743,6398488,2668317,650258,613908,207861,0,0,0,0,1440929,474357,102694,604973,389070,17011,9084397,19779473,16276607,5174103,48167998,6391871,5497555,2245014,4439223,22289242,12770439,1212242,2125540,0,740858,1421523,7453782,6274368,2625459,2099396,936019,0,0,0,0,0,0,0,3165028,0,0,0,3724631,0,0,0,56429,0,0,893443,0,2857497,1100191,0,0,10650509,111317,1108617,1256198,0,960900,1173490,8790856,0,902392,0,6355799,4611928,0
2017-05-12,53912700,1204133,32221756,3605620,17073013,5079830,4904992,3608300,19481621,3651964,55944654,19979562,1609315,1504540,13540398,4967734,5559800,8612437,61879403,3525526,3993407,5786861,2865427,5698228,7061373,2333333,892119,2718853,5591995,10181441,2301607,5831813,3160590,7322484,4153073,67907806,18629619,4114166,9823899,8032598,21953035,1812037,1367223,1224485,3044016,1993034,659798,1674595,211139,0,0,0,0,2073451,1463281,74751,577148,479468,33518,14213448,17365717,15261047,4090634,23993187,5549459,4894021,2348428,7809175,15822721,8815182,1070790,4427492,0,1329378,1510314,4250546,5434477,1896982,1570379,1581913,0,0,0,0,0,0,0,1814373,0,0,0,7041354,0,0,0,48358,0,0,1210387,0,1814090,966061,0,0,9322230,104409,823549,12461358,0,633510,527885,6233865,0,840794,0,3530399,3622834,0
2017-05-15,61918900,1314574,25700983,4245856,30705323,4641296,9784814,5936270,21650268,4218359,52210042,30393357,3190940,2757796,20541597,5913123,4049443,8824015,50163002,2939216,9773084,5780010,5830734,8782875,7626131,3247198,881497,3308450,5770519,7516065,2829728,6665324,2979843,10800093,6338073,39555728,12363732,7568594,11120914,6086848,22579879,2042015,1052189,790852,3750493,2884822,1595222,886306,215186,0,0,0,0,959812,352872,137236,342427,109143,16237,9418363,19399223,14803533,3752804,26919505,8187705,4646201,2072273,4503245,21799157,8273724,3432063,2216777,0,1265703,1823465,7994269,5019589,1146509,1699203,1955637,0,0,0,0,0,0,0,1985947,0,0,0,5699847,0,0,0,188363,0,0,736124,0,2327214,921250,0,0,11709610,125801,451275,3290470,0,947217,574280,4792563,0,1427906,0,7206443,2116620,0
2017-05-16,51241800,1069898,19904679,3050005,33250702,6403149,6046158,7967721,22126165,5452539,155882385,18667713,2260621,1799295,21551217,10016682,6412583,9718751,55352351,2429211,7225069,6539193,10088813,8290781,10434550,2439971,1044348,3533947,6280300,7806575,4340371,5489602,2364870,9417844,4972260,29380413,12094829,4121619,18222134,5880625,35530948,1580094,1194930,821146,4429844,1784268,1748817,564353,186435,0,0,0,0,2170940,492166,121680,860916,195429,23696,7935604,39048483,21155052,3114416,27909305,14525878,5334049,2583451,8379003,14872731,11597475,2077220,3596394,0,988411,1760573,5961386,4942822,1616862,1122050,3047443,0,0,0,0,0,0,0,3866827,0,0,0,11312199,0,0,0,159240,0,0,928219,0,2276679,1841262,0,0,13262080,98062,371556,982509,0,1125243,611876,4287456,0,354323,0,5612677,18322953,0
2017-05-17,172174100,2414323,49482818,5073254,29964198,10428926,8128110,5868224,25742251,5048937,158929483,33638700,3552266,3052614,29358716,12677467,5563710,24243226,189045041,4727548,6457668,7655990,5901399,10944028,14495596,2988288,1548995,3868811,7397193,7748586,4432867,8217058,4191359,10781976,6351113,51736251,16452658,6675795,19834651,8872768,30011013,2314109,949272,1017719,3325148,2540286,1113285,976651,325354,0,0,0,0,2667761,603362,117372,840387,214013,7103,13209512,28174443,33231159,4601111,31444976,18311492,6523715,3464994,12443073,37820542,22799700,1512164,3831251,0,1113020,1987109,8283724,13936876,1693595,1999435,3194398,0,0,0,0,0,0,0,3550638,0,0,0,12053639,0,0,0,179200,0,0,747972,0,3352952,3629785,0,0,19787874,135258,570169,1959169,0,1743255,1026859,17225212,0,560566,0,4751297,5089747,0
2017-05-18,107047700,1758452,33159664,3876816,24789790,11176996,8303811,5720262,16553907,3268772,85319480,855005,4143710,2608798,25714289,6516621,9446547,23316342,107150339,3637337,6564296,6909695,4579011,18946639,13489588,3419854,947054,2701088,8556793,11734566,3901173,8213723,4917578,9773902,5574203,47368864,18656409,5590416,37121943,7887593,19782310,1932336,1238807,1533712,2047965,2591122,1733618,845901,250260,0,0,0,0,3083213,307748,98705,1430205,414617,12395,9914150,23446010,25109140,5882412,28661989,22559314,9880834,4295468,5818709,26524153,11309052,1832977,2684526,0,1137363,1881841,5276537,10341141,1451897,1581565,2525322,0,0,0,0,0,0,0,4670166,0,0,0,7835680,0,0,0,67905,0,0,1102149,0,7979641,2842059,0,0,19256758,149808,905240,1702795,0,1085845,2765901,7601585,0,600067,0,4532262,2713179,0
2017-05-19,115011400,1327354,26733798,3846299,26496478,8446619,7283305,4646267,17963279,5617824,49828043,38397740,3715552,100916,19009697,5962236,15613432,13352902,88284362,4156312,6949614,6907543,4744466,18459272,11466049,5738276,929988,4061581,12369022,9218938,3867235,9345471,4360548,12914069,8369236,47191581,14461617,4639506,21101695,8392443,16103068,2297260,1474979,970761,3919450,2430468,1504600,1017496,302713,0,0,0,0,1563172,964954,100709,1002913,231722,13109,9704873,28240502,20221366,4633937,25222948,20025859,7744600,4413702,5086741,18981926,9938384,2564820,2900233,0,956412,1394681,4662225,6787254,605011,1828222,2129991,0,0,0,0,0,0,0,3830333,0,0,0,7070987,0,0,0,60004,0,0,994419,0,7890913,2131754,0,0,22672182,132321,861911,1522317,0,1062059,629586,4722813,0,743330,0,3742702,1816347,0
2017-05-22,61010600,1305246,22340069,2613805,15484530,6202875,5914195,3657428,14182846,3248372,78335158,34678962,2483435,4105827,14338672,5484423,6020003,11581646,74593079,4345290,4680335,3854760,3773230,8778621,12537576,3320320,1030477,3294468,6361589,6036999,3480347,9040276,2536904,9129991,4480715,27447047,11363982,4279615,13485165,6498891,11279284,5430922,1156403,525264,1913626,2565840,1308506,839736,315234,0,0,0,0,1093929,1134195,447813,474004,84198,24620,9248697,25288474,11715887,4376327,20786477,13668910,13045505,5239323,9835980,17751328,9213859,1404764,2369428,0,1440253,1570719,5983263,5132485,930383,1588453,3275286,0,0,0,0,0,0,0,2908987,0,0,0,13329710,0,0,0,59559,0,0,780564,0,1796878,2071352,0,0,12126707,104395,751944,1318915,0,1761365,651967,3758670,0,765442,0,7368520,2012116,0
2017-05-23,48341700,1529617,19430358,2395510,15347877,11303627,6612836,4960659,16728567,2563975,49597368,29564336,2121248,2620431,13449062,7513934,4340777,11671563,78751465,3350063,3972463,4042262,4506292,7105794,11970039,3258178,1747521,3259171,5560428,5704358,2471494,7603320,2857140,6663215,3454596,22585218,20961970,4304658,14370124,5043187,16797183,3508350,2473260,724149,2651718,2016710,1333095,941862,363107,0,0,0,0,2819548,608369,64772,672990,94627,7557,7407292,17528195,12403627,3327188,16911578,11081842,6638684,9179937,12887966,21724674,7129589,1510051,2778622,0,1152595,1679534,3021598,8305434,862644,1785801,2498844,0,0,0,0,0,0,0,2111672,0,0,0,27419838,0,0,0,43397,0,0,570331,0,1991295,2325651,0,0,8469797,98277,818941,1243676,0,1387808,480626,3497371,0,468814,0,9447879,1778077,0
2017-05-24,46927700,1128880,19118319,2407995,14422965,9354784,7812518,3714951,20519568,3731333,40864767,23279197,1690144,3301053,15603875,4366699,4577242,9833833,58823163,2597294,3965187,4878832,4558682,7427019,12738262,2816028,1686082,3348932,7196112,6955392,1612319,6825349,2508991,8135988,3457212,53699253,47469043,5016931,8375246,5860864,15459917,1907832,91097,734008,3253690,2601033,1751333,735362,253499,0,0,0,0,1236579,734755,143777,580641,208621,4483,11406221,22368914,16102728,5170927,20376569,9383620,6262833,2940660,6625731,22091265,6780708,754664,3242182,0,1226213,1568743,4769872,7064911,543518,1411398,1776638,0,0,0,0,0,0,0,2801077,0,0,0,13369540,0,0,0,26292,0,0,455734,0,1244460,5772489,0,0,7487520,93043,938771,4432139,0,719864,575412,4038737,0,940317,0,18988928,1225970,0
2017-05-25,64071700,1951402,19044463,4737390,21702912,8490129,4515092,4263460,13049150,2579828,32692181,21405376,1721157,2535406,14833995,7562356,7376085,12223841,59988701,2602258,5286427,4348129,3101440,6116301,16000081,3373957,1321002,3401209,8890483,7075616,3208724,7241001,4689206,11705615,5218021,39083389,19715511,4819412,12482509,5639543,9539766,1650807,2896332,590198,2364955,1724340,3191063,677234,583485,0,0,0,0,2715697,221329,295290,365848,125199,19047,9697714,17278775,13351710,5220008,15064741,7622628,4919674,3496903,9841468,20602603,7355792,1055712,3753687,0,873292,1108371,4379283,4105092,517131,2421134,1517188,0,0,0,0,0,0,0,2175400,0,0,0,14847237,0,0,0,52500,0,0,671080,0,1496198,1760624,0,0,8657912,62139,688712,1697653,0,1029231,584213,5463293,0,343987,0,10252585,1228421,0
2017-05-26,43404500,1622807,21632202,3394090,19644260,6612398,3109806,4448945,9840551,2440117,31726254,16289783,1600557,2100001,13716459,6184061,5273074,8087540,50143268,2122513,4001562,4300230,4269347,6111607,11323563,3086661,750226,3256906,6050648,3663295,1577632,4129860,2141593,8148600,3706621,30514810,15712826,7705715,7558893,4003525,10421985,1161830,1745352,314399,3020873,1101591,10075966,639628,206937,0,0,0,0,1797382,302981,178776,615900,209450,15282,8738777,11690500,10848159,2878454,19300323,5910820,4739379,2838233,6402179,17633402,3721927,2030440,2183533,0,821680,952666,4014159,6791648,851227,4459438,1088399,0,0,0,0,0,0,0,1560541,0,0,0,7550850,0,0,0,60528,0,0,475389,0,1099760,2985310,0,0,6589141,125706,712009,896414,0,857801,488282,5703809,0,425801,0,4510037,1176817,0
2017-05-30,35201900,1511472,20034934,3245760,16901792,7248325,4219665,5772968,12898472,3609710,35125296,16792437,1478726,2554500,20431350,4654441,4625135,12534562,59044829,3044694,3618323,4529248,3453667,5170537,12806592,3227351,1245051,3100797,7044647,4618382,2274810,6163613,3405498,8777335,4240076,36416153,18697942,7663064,8343401,6924854,18182979,1703397,2133152,655197,3877879,1379259,3765708,494752,216857,0,0,0,0,1255148,524835,180072,683431,286321,41050,6316149,15966822,12595697,3200069,24580778,7974656,5284417,3170368,7032588,34020256,5720132,1581951,1695051,0,1454718,1283326,3242616,4507493,2414172,2083324,1218727,0,0,0,0,0,0,0,1879646,0,0,0,10540012,0,0,0,231918,0,0,856096,0,1970343,1610653,0,0,6430764,102269,376080,1829999,0,709987,778069,3604220,0,219151,0,6938007,802615,0
2017-05-31,91796000,1703990,23162873,3912535,29538356,9657966,7663054,4501234,17266251,3496466,41470434,29044645,2845709,2680639,23520419,9704143,5965643,27186630,135487242,5537223,8737353,9722825,6735024,8118748,13765516,5046436,1877999,6303848,6846764,7591286,3205206,9689337,4687039,12872657,7736349,34713102,30096529,9863176,11582152,8945087,17259374,2563280,1793854,743615,4010790,3118819,1566622,449983,222900,0,0,0,0,1825047,502056,237859,1248426,196166,16792,7172346,28272611,22626955,4107086,21643194,8841337,10505202,5219973,10844297,26192375,8124580,2627483,2635893,0,2857156,2290054,8699837,10360724,1620104,2387832,1809491,0,0,0,0,0,0,0,3324437,0,0,0,18011437,0,0,0,145738,0,0,1299243,0,2488734,2209878,0,0,12273794,233244,718361,1868533,0,1023310,999186,3397732,0,1022914,0,8663536,928613,0
2017-06-01,68962000,1295552,16180143,2384298,21066468,6463818,6016625,5071873,17288864,2904189,47175511,15397418,2388864,2318445,17640817,5790198,4835649,17049552,69300800,3305766,5763318,6224485,3366635,8122148,10930872,4377859,1552615,4339935,5982167,7504149,2803855,8887847,3279022,9765026,4713597,32184711,30360286,7580447,8897842,9011036,13157802,1921281,2272893,808859,8408376,2156959,1623126,531076,257779,0,0,0,0,1925519,412833,284951,591849,238806,18023,5140349,23730729,13529919,4196783,12462061,13312106,13878328,5584159,5882159,20389255,5147813,3667169,2116894,0,3015223,1710895,12433381,8702543,905007,2010882,1626088,0,0,0,0,0,0,0,2056163,0,0,0,6466668,0,0,0,113216,0,0,1198042,0,1831824,2621192,0,0,7013690,111363,1310738,1430272,0,1211785,519925,2788211,0,424425,0,6330189,1791148,0
2017-06-02,88666100,1719720,27285861,3714954,34586054,6843000,5779165,4336937,18902927,3573193,42838855,19978713,2880481,2213075,18515993,10713469,4957135,14934042,79361983,3913396,6554988,6127232,3477573,7920430,9905198,3158373,1288944,4309500,7807382,6251913,2608165,8528039,3725261,21043185,5834148,36766465,11833072,5570256,7341560,6337271,9367631,973626,2957027,553686,227977,1951440,1448769,284647,309036,0,0,0,0,1634599,475541,192040,376859,197171,13272,5647901,20695566,13642744,3699325,12140804,18462510,9019731,3294508,8156486,20029974,4483273,5065077,2031081,0,4322269,1795059,7188011,7268054,688415,2234958,1731036,0,0,0,0,0,0,0,1174408,0,0,0,4647000,0,0,0,72013,0,0,1717094,0,3166571,1444193,0,0,9336663,112535,866650,1378205,0,649490,342530,4738786,0,206389,0,4383591,1425973,0
2017-06-05,44698800,1353264,24803858,2676857,29507429,5946671,4819648,6394505,11288983,3971157,64357671,15581429,1748393,3933494,13732815,6359282,5491979,9024362,50856920,2303169,4630612,4075575,2649720,10074991,8993356,2968827,800138,2632070,6704398,5958403,2640579,14490708,4617427,11191806,4476982,7023726,17305870,6737855,10030644,5971709,10536991,1390469,2311716,337747,6271442,1465326,1433246,481432,238760,0,0,0,0,1238365,219875,132477,610629,122194,17702,3190842,14182720,10023552,4316780,20311623,5725025,9119908,3237243,7817437,23545359,4123703,2588670,2032318,0,4642731,1916218,5909264,3979162,763262,1457701,1678860,0,0,0,0,0,0,0,1413823,0,0,0,9570628,0,0,0,92115,0,0,893658,0,2128676,1591421,0,0,6703737,85095,576471,834324,0,914578,346222,4198024,0,272192,0,3420599,1985511,0
2017-06-06,50375400,1517356,26249630,3298378,31220057,5463513,5028015,3895329,18153646,3786593,113010266,15987734,2089424,1505270,16168786,9571810,4251554,11909197,71378128,2741520,5603201,6484831,3248568,11470757,9798643,2634968,964226,3656606,5391829,6615280,3438468,6931556,2691928,11782637,4652320,7637140,16996866,10951473,9257144,7244787,22742960,1547551,2233138,546587,3972344,1645854,1143310,825977,451778,0,0,0,0,2804480,230433,267154,594079,45622,17632,4077199,17817306,10691367,3796604,18743334,8892894,6212080,3671082,14665091,32006434,6355781,1433009,2319935,0,2678326,3262507,4544845,10798527,711924,2229041,1183556,0,0,0,0,0,0,0,2073679,0,0,0,9138668,0,0,0,90445,0,0,728876,0,1948681,1476026,0,0,7745180,94317,831347,811002,0,1167478,465234,5051902,0,232017,0,7215239,1310458,0
2017-06-07,54144300,1348198,20678772,2779551,21895156,5280007,6537735,5507369,16521287,4858631,149171943,14417549,1572648,2010213,16426257,5684989,3471212,13571941,65732668,2987288,5765209,4775857,3158036,8511189,12661759,3681100,1532052,2904458,8279632,7599580,3783593,6708692,3204586,12933825,7127192,43460995,33259306,9287888,9429562,7636697,15839137,1364239,2041388,442965,2330988,2002414,1526016,824739,976926,0,0,0,0,3304268,419402,135730,873139,98380,26816,4177711,16565221,16017222,5120630,15057318,7416029,6282623,2783006,9844901,32193151,5722617,1660857,1633741,0,2180423,1743506,4284630,9039175,557346,1224931,1578049,0,0,0,0,0,0,0,2389866,0,0,0,7466245,0,0,0,86152,0,0,836421,0,1835106,1930807,0,0,7920343,58470,694527,847843,0,973694,392748,13832437,0,119566,0,5741196,2474298,0
2017-06-08,65950700,1657881,20771367,2724408,23982410,8767604,7593889,4961885,16202388,3681319,87201152,19877271,2751070,2006959,20136590,10952971,3788753,17676035,93069751,4356313,8056662,7611374,4013999,10907555,12655825,3927005,1717259,3696486,11142502,18435158,3065022,7620414,3293836,11452859,6457809,40703330,30647028,8975028,81381531,8615031,10528981,976368,2629047,1127788,1843763,2492105,1749682,733524,2090882,0,0,0,0,2069515,307050,96422,1450504,135407,21969,4808574,33665550,25839619,4640210,28475455,7680155,6251592,2660175,6943208,28703559,5751481,1706785,1464265,0,3846453,1828154,6993923,8169807,581521,1786725,3009628,0,0,0,0,0,0,0,4877752,0,0,0,9403578,0,0,0,80859,0,0,586886,0,1401234,1841707,0,0,7597119,107013,981016,800426,0,923105,454783,9603817,0,958884,0,7187047,1717450,0
2017-06-09,132256400,3613964,64882700,7647692,48619420,10974043,12040062,10954531,32858966,4355401,165174160,25031675,4062545,3011163,18382604,9270565,11663698,18695177,107861604,3769680,5992511,9695190,4704273,9399533,9346564,3190908,2062484,4134741,11168298,10698271,2392197,16880474,3556677,13200110,6531993,25339912,25625040,17160231,54367382,9266196,21248699,1785354,2075248,922523,3143923,2853163,3009942,901350,895957,0,0,0,0,4119759,512940,149056,800356,155684,12967,7070700,30061627,31102115,3879778,923232,8341639,10524856,5169013,16322145,52712627,7754359,3290365,2781975,0,3263282,1404519,5393760,7054664,1225133,2110213,6065918,0,0,0,0,0,0,0,4058507,0,0,0,9817879,0,0,0,64833,0,0,1025434,0,4656301,3725370,0,0,204772,258122,901862,2055491,0,1422819,642337,7985298,0,472358,0,5963909,2083483,0
2017-06-12,86108100,4167184,71563614,9393802,47363986,12807616,11056970,9762460,27374877,6461725,123725528,24330382,6699269,5005477,22269160,8039781,9274059,15952561,85503376,4659736,8020715,7838628,4468847,10409317,11211624,3491197,1821041,5900861,10992631,9275936,3701213,15599320,6570187,18046045,8627953,137723396,20023335,10476833,32166802,10004082,20486085,1504979,2417531,734839,2176356,3381412,4034521,1014287,681610,0,0,0,0,1768572,407555,78763,542399,295685,8463,5592435,28862062,27442813,4167404,41793262,9180010,15724406,5484037,16378790,46316083,11614838,3438047,1890011,0,3063154,2053929,9685777,4927375,2717697,2382374,2468187,0,0,0,0,0,0,0,3037916,0,0,0,10050653,0,0,0,129802,0,0,882736,0,5244420,4429021,0,0,20376467,202640,1151749,1317065,0,992733,830333,7102484,0,216143,0,6251743,2356256,0
2017-06-13,60067000,1992456,33749154,4533933,24815455,7302410,4969399,5849808,20398500,3509558,86585397,27251001,2780810,2257865,18732821,4907795,5294016,12514538,64128554,3140675,5725747,6281329,3739824,5490977,9867084,2759979,2063653,4262801,9270672,11856015,2454889,8630169,3938209,11862166,6080487,58665462,17532166,11693404,40879593,8116204,13214278,1181428,1245457,677639,2148915,3042376,2123034,563703,749192,0,0,0,0,1168850,458557,107223,819961,207849,9672,4714984,17058247,18725276,3518899,41488612,8704635,10119801,2193321,6790568,33661822,5884284,1229173,2085144,0,2546192,1515102,6308331,3786628,1434346,1707673,1877547,0,0,0,0,0,0,0,2477189,0,0,0,5287185,0,0,0,61443,0,0,500832,0,3955459,2055694,0,0,12191638,110446,775467,960294,0,543971,534471,5730225,0,148005,0,4450279,5086620,0
2017-06-14,78602300,1489046,31224203,3943670,25271276,6371265,7016396,5129680,19001268,3035864,51454208,24850713,2803037,1953219,16345286,4778108,3478306,16086195,100926951,3330623,7322968,6180902,5945705,4963165,11414312,3569378,2019140,2674446,9594560,10310113,2039269,6326812,2928387,13631317,6128437,40601693,24909702,12731997,32842301,6743970,12606139,1509402,1016795,773031,2953242,3215779,1626566,360587,464892,0,0,0,0,1783343,532207,120037,1075066,311093,54519,3026219,13727645,20648406,4095032,29431459,6657071,7114891,2758027,6888309,28722662,4307877,1824617,2442869,0,1736938,2472954,6634608,21124841,1110853,1431788,1893335,0,0,0,0,0,0,0,2127747,0,0,0,7442624,0,0,0,37607,0,0,660309,0,2123628,2132008,0,0,10561446,156616,512411,839486,0,685913,547444,4929249,0,229007,0,5173608,1337774,0
2017-06-15,66464900,2349212,31348832,5202147,25701569,5344405,4623309,8219640,19954738,4626272,60332254,19110962,2785500,1740903,16437354,4885967,6640892,12445517,69200386,3232040,5248853,7003468,3965581,11232251,9889734,3369076,2362771,2512407,7449256,7845061,3076040,12742800,3020126,11811874,5427615,47662562,21322085,10371559,30510350,6664717,11869318,1549497,1699962,722805,1829011,3365441,2942042,434053,378111,0,0,0,0,1806904,574020,131352,865109,262698,16480,4893502,18860251,14061587,5968532,23883179,16034253,9945649,2029931,8937169,33430631,10478643,2339696,1549092,0,2026525,2063366,5414638,6796668,988136,1748853,2674561,0,0,0,0,0,0,0,2591945,0,0,0,7781623,0,0,0,64944,0,0,792544,0,2896062,2348695,0,0,11421667,231221,741027,1437083,0,910169,940100,6214091,0,180233,0,6002689,1297533,0
2017-06-16,84553100,2484914,49180748,11314754,46911637,9640312,7432352,5226872,28353654,6128190,58774371,33785850,4123411,2536983,29335759,8540608,7965874,16811949,57162467,6480168,12199202,13824354,9056422,56051300,25242149,5143718,2707008,5429604,11177768,14866681,4463175,13123910,3731325,39056778,11602115,81036496,15626906,6259666,36431311,10041562,9916410,4628504,1824075,686202,2483825,4577614,2002585,483391,902543,0,0,0,0,1081518,321875,51120,376485,272116,7295,7528107,31536588,19508987,7314751,22554327,25422485,10792581,3492240,9809466,42268281,49400400,1483582,2908884,0,2364209,1376407,13816647,6435674,1715690,24023600,847684,0,0,0,0,0,0,0,2483468,0,0,0,3728556,0,0,0,42731,0,0,1646580,0,2499184,1546991,0,0,10554355,210856,996659,1612731,0,895943,1543202,14030449,0,2399097,0,7722626,2810966,0
2017-06-19,65123800,1449343,31449132,4967600,23146852,5760279,4523495,4018127,20336817,4381436,61268773,16753701,4289569,2432063,20880429,5831467,4826102,15719617,58021189,2845919,7308011,5118742,5086916,15930361,7484089,2414731,1679902,3160510,6710257,8169910,3781848,5864436,2535680,10289670,4455507,30181300,20543850,6392331,24937608,7552783,11299944,2711160,1386263,553141,2107085,2116047,1220541,401883,355446,0,0,0,0,1525727,1442173,297119,622751,308709,52354,3079514,20302521,12578181,4242334,19260255,11098434,5276661,2084905,8147606,24752772,14693824,1118198,3273585,0,991980,1776848,8272489,6786973,1256118,13751019,1811916,0,0,0,0,0,0,0,2487564,0,0,0,4211807,0,0,0,212492,0,0,800879,0,2183506,1551989,0,0,9469822,81041,1003654,1254212,0,637464,596464,12252840,0,2301627,0,4465371,1564504,0
2017-06-20,56906400,1273013,24572170,4040990,20775590,10506559,4987440,9346021,21024240,4469538,116319537,17859664,4691823,1946595,21662247,7704638,3080563,11163854,59438170,2458702,5074433,5660582,4192579,9991471,14885747,3600592,1020101,3609943,6839696,10098317,2671943,5618074,3014061,13170087,5097098,47389248,13485608,7396357,20580535,12800998,8502171,3051015,854534,448643,2444014,1630022,1368904,487538,372093,0,0,0,0,1204433,609539,478226,1447362,176645,96954,3903430,25715840,12148974,5048146,27169647,10657174,4522851,2578375,7159920,24792807,8649786,976110,2951100,0,1298786,1864185,6433807,4617387,719694,7082184,1619939,0,0,0,0,0,0,0,1737702,0,0,0,4017980,0,0,0,84307,0,0,2130264,0,1548913,1921990,0,0,8815170,90985,2254079,916365,0,1196465,588737,3817006,0,1401232,0,4217987,1191462,0
2017-06-21,55977600,1141315,21064679,2892563,19190623,5400949,6329396,5230413,26338267,3934281,187161633,20103067,8018353,2641503,24572246,7509429,3781544,9997516,72102229,2364863,5620840,4060339,4013937,8959969,9478908,3642951,1001040,2415534,5873459,10861249,2782295,5578875,2084075,11381315,6842726,33568459,16657323,4900356,25827496,13573741,23609888,1937700,1189534,528092,1812184,2583975,1618990,408465,398974,0,0,0,0,1015522,366734,209940,662523,96966,27273,4462099,25092187,13515268,6235312,16945632,12948665,7992648,2979103,4203063,30044019,9897026,1307100,1636063,0,2398258,1249605,3503493,4723749,765571,3390543,1232607,0,0,0,0,0,0,0,2060193,0,0,0,6692200,0,0,0,86752,0,0,1732438,0,1497398,1734629,0,0,9350368,104185,4126649,767425,0,688388,563564,3384643,0,1315962,0,4738110,1434645,0
2017-06-22,44148100,940086,18673365,2221035,22222851,5120718,6273425,7206636,23744016,2361275,147959418,19194637,3530747,2327303,16016487,6036266,4402362,12078445,64151049,2668694,7038855,4359571,3225716,8105589,7421686,3057771,969107,2001413,5569030,12766941,3693779,5827901,2158818,8112567,4191850,27013118,15195302,7485677,21868704,28171176,20679559,1518170,792613,469038,1795071,1528484,1640980,489232,555839,0,0,0,0,1634745,312419,138601,758201,237143,23746,2741773,21354905,11286344,3650842,11596308,10310968,9631525,2065517,5175123,22770888,6742672,1368116,2902568,0,1038717,1195139,5736788,5811927,883059,7932996,1956015,0,0,0,0,0,0,0,1741989,0,0,0,5877659,0,0,0,209294,0,0,1840057,0,1013323,2327656,0,0,7021025,248800,3138456,953554,0,524573,577033,3852418,0,882753,0,8232919,3477773,0
2017-06-23,66986800,1439728,25997976,2645973,23176418,8872359,5558572,13698204,24381873,3148468,151603584,23006424,3032264,3598155,22530547,14506069,4700761,18711638,83848875,3770477,8463457,7676821,11286163,12417323,9156007,3126061,1778109,2020571,5791112,12172458,3373013,11495559,3161953,9868888,5551175,30501125,23697072,6176578,11717653,16464597,19530855,4992853,940301,1203228,3062846,1833020,1567188,3442072,2092271,0,0,0,0,973029,234505,114256,457718,156387,11292,7248707,28013577,16176850,9890504,24565502,8286992,5954697,2917858,15013719,33060102,5942591,1365999,8606408,0,2685182,1356064,8753694,9258628,1076237,9183609,1943337,0,0,0,0,0,0,0,1761866,0,0,0,3229862,0,0,0,156279,0,0,1854069,0,1462676,2284103,0,0,9728596,448760,4470495,2143394,0,842494,483600,6653700,0,1874670,0,13267890,3422627,0
