date,BILI,IPHI,MELI,PLUG,RPRX,WKHS,DPHC,LOW,ETSY,FTCH
,Bilibili,Inphi,MercadoLibre,Plug Power,Royalty Pharma,Workhorse,Diamond Peak,Lowes,Etsy,Farfetch
2011-11-04,0.0,11.95,83.7369819768,2.25,0.0,0.0,0.0,18.4066474657,0.0,0.0
2011-11-07,0.0,11.69,85.2637159415,2.16,0.0,0.0,0.0,19.0646381132,0.0,0.0
2011-11-08,0.0,11.53,85.1372984795,2.17,0.0,0.0,0.0,19.4577234352,0.0,0.0
2011-11-09,0.0,10.9,82.9298551037,2.23,0.0,0.0,0.0,18.9706394493,0.0,0.0
2011-11-10,0.0,10.81,83.0659969859,2.46,0.0,0.0,0.0,19.1928181095,0.0,0.0
2011-11-11,0.0,11.36,83.134067927,2.61,0.0,0.0,0.0,19.7482647601,0.0,0.0
2011-11-14,0.0,11.3,83.9314703799,2.56,0.0,0.0,0.0,20.0815327504,0.0,0.0
2011-11-15,0.0,11.74,82.8423353223,2.45,0.0,0.0,0.0,19.8251727578,0.0,0.0
2011-11-16,0.0,11.73,83.0368237254,2.46,0.0,0.0,0.0,20.0729874173,0.0,0.0
2011-11-17,0.0,10.91,84.2134785645,2.41,0.0,0.0,0.0,19.9789887534,0.0,0.0
2011-11-18,0.0,10.71,80.8585536101,2.37,0.0,0.0,0.0,19.9191714218,0.0,0.0
2011-11-21,0.0,10.25,79.5263080486,2.18,0.0,0.0,0.0,19.7311740939,0.0,0.0
2011-11-22,0.0,9.98,79.7791429726,2.14,0.0,0.0,0.0,19.4919047675,0.0,0.0
2011-11-23,0.0,9.19,78.3399287893,1.98,0.0,0.0,0.0,19.2099087757,0.0,0.0
2011-11-25,0.0,8.98,78.2425873436,2.07,0.0,0.0,0.0,19.3808154374,0.0,0.0
2011-11-28,0.0,9.68,82.4728073563,2.19,0.0,0.0,0.0,19.9618980872,0.0,0.0
2011-11-29,0.0,9.72,82.4728073563,2.16,0.0,0.0,0.0,20.7651593972,0.0,0.0
2011-11-30,0.0,10.79,85.2734403617,2.22,0.0,0.0,0.0,20.5173447377,0.0,0.0
2011-12-01,0.0,10.48,83.688359876,2.26,0.0,0.0,0.0,20.3977100745,0.0,0.0
2011-12-02,0.0,10.95,82.9882016246,2.28,0.0,0.0,0.0,20.7737047303,0.0,0.0
2011-12-05,0.0,11.51,88.5311211145,2.23,0.0,0.0,0.0,20.8078860626,0.0,0.0
2011-12-06,0.0,11.85,92.0124635309,2.15,0.0,0.0,0.0,21.1667900522,0.0,0.0
2011-12-07,0.0,11.74,91.1080924562,2.34,0.0,0.0,0.0,21.5342393749,0.0,0.0
2011-12-08,0.0,11.81,86.8487964272,2.2,0.0,0.0,0.0,21.2607887162,0.0,0.0
2011-12-09,0.0,12.58,90.0967527598,2.25,0.0,0.0,0.0,21.3376967139,0.0,0.0
2011-12-12,0.0,12.13,88.1518687283,2.16,0.0,0.0,0.0,21.0984273875,0.0,0.0
2011-12-13,0.0,11.77,86.7029301248,2.17,0.0,0.0,0.0,20.6626154002,0.0,0.0
2011-12-14,0.0,11.4,84.6899751522,2.06,0.0,0.0,0.0,20.9189753927,0.0,0.0
2011-12-15,0.0,11.17,81.9282398275,2.1,0.0,0.0,0.0,21.0727913883,0.0,0.0
2011-12-16,0.0,11.51,81.7823735251,2.08,0.0,0.0,0.0,21.3804233793,0.0,0.0
2011-12-19,0.0,11.01,80.9266245512,2.06,0.0,0.0,0.0,21.1240633868,0.0,0.0
2011-12-20,0.0,11.63,83.6202889349,2.07,0.0,0.0,0.0,21.9871420284,0.0,0.0
2011-12-21,0.0,11.12,79.5165836284,2.02,0.0,0.0,0.0,22.1836846894,0.0,0.0
2011-12-22,0.0,11.83,81.2767036769,2.12,0.0,0.0,0.0,21.7564180351,0.0,0.0
2011-12-23,0.0,12.1,80.1292220983,2.14,0.0,0.0,0.0,21.5940567065,0.0,0.0
2011-12-27,0.0,12.41,79.4193394268,2.08,0.0,0.0,0.0,21.8247806998,0.0,0.0
2011-12-28,0.0,11.93,78.2621334281,2.0,0.0,0.0,0.0,21.4146047117,0.0,0.0
2011-12-29,0.0,12.03,78.1161219851,2.01,0.0,0.0,0.0,21.944415363,0.0,0.0
2011-12-30,0.0,11.96,77.4250011551,2.04,0.0,0.0,0.0,21.6880553704,0.0,0.0
2012-01-03,0.0,12.28,79.6249068957,2.0,0.0,0.0,0.0,21.8076900336,0.0,0.0
2012-01-04,0.0,12.66,78.3302721015,2.02,0.0,0.0,0.0,22.6194966767,0.0,0.0
2012-01-05,0.0,12.63,79.6346409919,1.98,0.0,0.0,0.0,22.5340433459,0.0,0.0
2012-01-06,0.0,12.78,78.456815352,1.93,0.0,0.0,0.0,22.5084073466,0.0,0.0
2012-01-09,0.0,12.61,78.1161219851,1.86,0.0,0.0,0.0,22.3033193526,0.0,0.0
2012-01-10,0.0,12.18,81.4743851732,1.83,0.0,0.0,0.0,22.5853153444,0.0,0.0
2012-01-11,0.0,13.03,81.5327897504,1.98,0.0,0.0,0.0,22.6707686752,0.0,0.0
2012-01-12,0.0,12.65,84.2096662048,1.9706,0.0,0.0,0.0,22.551134012,0.0,0.0
2012-01-13,0.0,12.11,84.4140822249,1.95,0.0,0.0,0.0,22.4913166804,0.0,0.0
2012-01-17,0.0,11.61,84.5406254755,1.95,0.0,0.0,0.0,22.9014926685,0.0,0.0
2012-01-18,0.0,12.34,84.6379664374,1.93,0.0,0.0,0.0,23.4654846522,0.0,0.0
2012-01-19,0.0,12.29,85.5432373838,1.99,0.0,0.0,0.0,23.354395322,0.0,0.0
2012-01-20,0.0,13.48,85.0760007663,2.0,0.0,0.0,0.0,22.6707686752,0.0,0.0
2012-01-23,0.0,13.58,85.1246712473,1.98,0.0,0.0,0.0,22.6194966767,0.0,0.0
2012-01-24,0.0,14.25,86.1856877328,1.99,0.0,0.0,0.0,23.0919890114,0.0,0.0
2012-01-25,0.0,14.58,86.0980808671,1.97,0.0,0.0,0.0,23.1177613206,0.0,0.0
2012-01-26,0.0,15.84,85.6892488268,2.02,0.0,0.0,0.0,23.1521243994,0.0,0.0
2012-01-27,0.0,15.68,87.5095248157,2.0,0.0,0.0,0.0,23.1177613206,0.0,0.0
2012-01-30,0.0,15.13,85.5919078648,2.02,0.0,0.0,0.0,23.0404443931,0.0,0.0
2012-01-31,0.0,14.67,85.0760007663,1.94,0.0,0.0,0.0,23.0490351628,0.0,0.0
2012-02-01,0.0,14.8,88.2298479343,1.99,0.0,0.0,0.0,23.0919890114,0.0,0.0
2012-02-02,0.0,15.8,90.9651289658,2.0,0.0,0.0,0.0,23.0404443931,0.0,0.0
2012-02-03,0.0,15.91,94.12871023,2.03,0.0,0.0,0.0,23.3668936425,0.0,0.0
2012-02-06,0.0,15.58,93.1455665141,2.04,0.0,0.0,0.0,23.2036690178,0.0,0.0
2012-02-07,0.0,15.37,91.3836951023,2.3601,0.0,0.0,0.0,23.1607151692,0.0,0.0
2012-02-08,0.0,15.37,91.4518337757,2.28,0.0,0.0,0.0,23.0919890114,0.0,0.0
2012-02-09,0.0,15.09,91.7243884692,2.36,0.0,0.0,0.0,23.1177613206,0.0,0.0
2012-02-10,0.0,14.76,90.3129445206,2.27,0.0,0.0,0.0,23.2723951755,0.0,0.0
2012-02-13,0.0,15.0,92.9411504939,2.27,0.0,0.0,0.0,23.5301182672,0.0,0.0
2012-02-14,0.0,15.17,92.697798089,2.24,0.0,0.0,0.0,23.3583028728,0.0,0.0
2012-02-15,0.0,15.46,96.6011706642,2.32,0.0,0.0,0.0,23.5644813461,0.0,0.0
2012-02-16,0.0,15.97,94.3039239616,2.27,0.0,0.0,0.0,23.4613921094,0.0,0.0
2012-02-17,0.0,15.82,93.6030690354,2.31,0.0,0.0,0.0,23.7792505891,0.0,0.0
2012-02-21,0.0,15.36,94.4694035969,2.33,0.0,0.0,0.0,23.8479767469,0.0,0.0
2012-02-22,0.0,15.04,95.1215880422,2.55,0.0,0.0,0.0,23.1521243994,0.0,0.0
2012-02-23,0.0,14.72,94.420733116,2.44,0.0,0.0,0.0,23.2466228664,0.0,0.0
2012-02-24,0.0,14.14,96.0949976619,2.38,0.0,0.0,0.0,23.3325305636,0.0,0.0
2012-02-27,0.0,13.96,100.0178384295,2.42,0.0,0.0,0.0,23.4871644186,0.0,0.0
2012-02-28,0.0,13.48,98.4117125569,2.26,0.0,0.0,0.0,23.8050228983,0.0,0.0
2012-02-29,0.0,14.36,94.7224900981,2.22,0.0,0.0,0.0,24.3806044696,0.0,0.0
2012-03-01,0.0,14.67,95.0729175612,2.1,0.0,0.0,0.0,24.3806044696,0.0,0.0
2012-03-02,0.0,14.18,97.2436210132,2.07,0.0,0.0,0.0,24.1658352266,0.0,0.0
2012-03-05,0.0,13.53,94.9366402144,2.06,0.0,0.0,0.0,24.2603336935,0.0,0.0
2012-03-06,0.0,13.43,90.5757651179,2.05,0.0,0.0,0.0,23.9167029047,0.0,0.0
2012-03-07,0.0,13.87,92.1332205095,2.1,0.0,0.0,0.0,24.801552186,0.0,0.0
2012-03-08,0.0,14.29,92.697798089,1.91,0.0,0.0,0.0,25.2224999023,0.0,0.0
2012-03-09,0.0,14.53,93.4570575924,1.77,0.0,0.0,0.0,25.5747214609,0.0,0.0
2012-03-12,0.0,14.47,93.0190232635,1.7,0.0,0.0,0.0,25.634856849,0.0,0.0
2012-03-13,0.0,14.89,93.6030690354,1.8,0.0,0.0,0.0,25.9698968681,0.0,0.0
2012-03-14,0.0,14.57,93.5057280734,1.78,0.0,0.0,0.0,26.1932568809,0.0,0.0
2012-03-15,0.0,14.68,95.0242470802,1.8,0.0,0.0,0.0,26.3650722753,0.0,0.0
2012-03-16,0.0,14.25,95.1215880422,1.8,0.0,0.0,0.0,26.1245307231,0.0,0.0
2012-03-19,0.0,14.58,95.0388482245,1.77,0.0,0.0,0.0,26.2276199597,0.0,0.0
2012-03-20,0.0,14.4,94.7030219057,1.71,0.0,0.0,0.0,26.2791645781,0.0,0.0
2012-03-21,0.0,14.13,95.6958997178,1.61,0.0,0.0,0.0,26.5111153606,0.0,0.0
2012-03-22,0.0,13.58,93.9145601137,1.41,0.0,0.0,0.0,26.588432288,0.0,0.0
2012-03-23,0.0,14.2,94.6738196171,1.4,0.0,0.0,0.0,26.403730739,0.0,0.0
2012-03-26,0.0,14.16,99.054162906,1.45,0.0,0.0,0.0,26.7860199916,0.0,0.0
2012-03-27,0.0,14.08,99.1125674832,1.36,0.0,0.0,0.0,26.7860199916,0.0,0.0
2012-03-28,0.0,14.04,99.1699986507,1.28,0.0,0.0,0.0,26.8203830705,0.0,0.0
2012-03-29,0.0,14.08,96.4317880169,1.34,0.0,0.0,0.0,26.8117923008,0.0,0.0
2012-03-30,0.0,14.18,95.2916789629,1.31,0.0,0.0,0.0,26.9578353861,0.0,0.0
2012-04-02,0.0,14.61,94.9798542644,1.27,0.0,0.0,0.0,26.9578353861,0.0,0.0
2012-04-03,0.0,14.21,97.5718970708,1.3,0.0,0.0,0.0,26.6915215247,0.0,0.0
2012-04-04,0.0,13.19,94.3074822582,1.24,0.0,0.0,0.0,26.8633369191,0.0,0.0
2012-04-05,0.0,13.3,94.4828836511,1.27,0.0,0.0,0.0,26.9320630769,0.0,0.0
2012-04-09,0.0,12.67,94.0638692125,1.18,0.0,0.0,0.0,26.7087030641,0.0,0.0
2012-04-10,0.0,12.63,90.8968996182,1.17,0.0,0.0,0.0,26.0558045653,0.0,0.0
2012-04-11,0.0,13.46,92.8555485057,1.33,0.0,0.0,0.0,26.6485676761,0.0,0.0
2012-04-12,0.0,13.48,95.1065330482,1.29,0.0,0.0,0.0,27.0609246227,0.0,0.0
2012-04-13,0.0,13.26,94.1320808653,1.27,0.0,0.0,0.0,27.2241492474,0.0,0.0
2012-04-16,0.0,13.19,89.6203672586,1.29,0.0,0.0,0.0,27.5334169574,0.0,0.0
2012-04-17,0.0,13.35,90.1758050028,1.26,0.0,0.0,0.0,27.5591892666,0.0,0.0
2012-04-18,0.0,12.98,88.2463896807,1.22,0.0,0.0,0.0,27.4561000299,0.0,0.0
2012-04-19,0.0,14.0,89.1039076017,1.24,0.0,0.0,0.0,27.4904631088,0.0,0.0
2012-04-20,0.0,14.42,88.1684335061,1.22,0.0,0.0,0.0,27.1897861685,0.0,0.0
2012-04-23,0.0,13.96,86.355952446,1.21,0.0,0.0,0.0,26.8547461494,0.0,0.0
2012-04-24,0.0,13.69,85.8200037454,1.26,0.0,0.0,0.0,27.0791109951,0.0,0.0
2012-04-25,0.0,9.8,89.2305863854,1.26,0.0,0.0,0.0,27.3811405951,0.0,0.0
2012-04-26,0.0,9.57,90.10759335,1.26,0.0,0.0,0.0,27.1222580808,0.0,0.0
2012-04-27,0.0,10.45,92.4267895453,1.24,0.0,0.0,0.0,27.2775875894,0.0,0.0
2012-04-30,0.0,10.15,94.2685041709,1.32,0.0,0.0,0.0,27.1567757494,0.0,0.0
2012-05-01,0.0,10.2,96.8020798463,1.3102,0.0,0.0,0.0,27.2775875894,0.0,0.0
2012-05-02,0.0,10.27,95.11627757,1.3,0.0,0.0,0.0,27.7004290294,0.0,0.0
2012-05-03,0.0,10.15,91.6179942335,1.26,0.0,0.0,0.0,27.3207346751,0.0,0.0
2012-05-04,0.0,10.02,90.4876297013,1.28,0.0,0.0,0.0,26.828857898,0.0,0.0
2012-05-07,0.0,10.05,87.3401491507,1.29,0.0,0.0,0.0,26.5699753837,0.0,0.0
2012-05-08,0.0,9.81,85.7420475708,1.23,0.0,0.0,0.0,26.466422378,0.0,0.0
2012-05-09,0.0,9.66,75.1107742557,1.24,0.0,0.0,0.0,26.1816516122,0.0,0.0
2012-05-10,0.0,9.39,75.3251537359,1.23,0.0,0.0,0.0,26.043580938,0.0,0.0
2012-05-11,0.0,9.24,74.3604460748,1.28,0.0,0.0,0.0,25.5603335779,0.0,0.0
2012-05-14,0.0,8.94,72.2556293598,1.28,0.0,0.0,0.0,25.5085570751,0.0,0.0
2012-05-15,0.0,8.99,72.4700088401,1.23,0.0,0.0,0.0,25.0511979665,0.0,0.0
2012-05-16,0.0,8.5,74.0973439855,1.22,0.0,0.0,0.0,25.3014510636,0.0,0.0
2012-05-17,0.0,8.34,70.7744620419,1.22,0.0,0.0,0.0,24.4816564351,0.0,0.0
2012-05-18,0.0,8.29,70.8134401292,1.17,0.0,0.0,0.0,24.5765800236,0.0,0.0
2012-05-21,0.0,8.47,73.8634754616,1.21,0.0,0.0,0.0,22.0913078864,0.0,0.0
2012-05-22,0.0,8.43,74.409168684,1.18,0.0,0.0,0.0,21.9963842978,0.0,0.0
2012-05-23,0.0,8.25,74.6722707734,1.19,0.0,0.0,0.0,22.6004434978,0.0,0.0
2012-05-24,0.0,8.12,72.8208116259,1.18,0.0,0.0,0.0,23.3857204579,0.0,0.0
2012-05-25,0.0,8.47,72.8208116259,1.19,0.0,0.0,0.0,23.5065322979,0.0,0.0
2012-05-29,0.0,8.69,72.2361403162,1.18,0.0,0.0,0.0,23.7222677265,0.0,0.0
2012-05-30,0.0,8.58,71.9145710958,1.1514,0.0,0.0,0.0,23.2907968693,0.0,0.0
2012-05-31,0.0,8.31,68.4455213248,1.15,0.0,0.0,0.0,23.0578026064,0.0,0.0
2012-06-01,0.0,8.1,66.4284053063,1.17,0.0,0.0,0.0,22.7471435893,0.0,0.0
2012-06-04,0.0,8.82,65.4929312107,1.2,0.0,0.0,0.0,23.0060261036,0.0,0.0
2012-06-05,0.0,8.64,69.9851557738,1.19,0.0,0.0,0.0,22.8075495093,0.0,0.0
2012-06-06,0.0,8.73,71.2519436115,1.2,0.0,0.0,0.0,23.7136383093,0.0,0.0
2012-06-07,0.0,8.49,70.0631119484,1.18,0.0,0.0,0.0,23.8948560693,0.0,0.0
2012-06-08,0.0,8.61,69.6928201189,1.18,0.0,0.0,0.0,24.0933326636,0.0,0.0
2012-06-11,0.0,8.12,68.0459959298,1.16,0.0,0.0,0.0,23.2821674522,0.0,0.0
2012-06-12,0.0,8.56,66.6232957429,1.17,0.0,0.0,0.0,23.6791206407,0.0,0.0
2012-06-13,0.0,8.4,65.0251941629,1.18,0.0,0.0,0.0,23.1958732807,0.0,0.0
2012-06-14,0.0,8.29,65.8632230402,1.17,0.0,0.0,0.0,23.9638914065,0.0,0.0
2012-06-15,0.0,8.47,66.7207409611,1.14,0.0,0.0,0.0,24.2055150865,0.0,0.0
2012-06-18,0.0,8.44,67.695193144,1.15,0.0,0.0,0.0,24.5334329379,0.0,0.0
2012-06-19,0.0,9.08,68.3285870629,1.15,0.0,0.0,0.0,24.6283565265,0.0,0.0
2012-06-20,0.0,9.17,68.8645357635,1.14,0.0,0.0,0.0,24.7060212808,0.0,0.0
2012-06-21,0.0,8.63,67.7146821877,1.12,0.0,0.0,0.0,23.7308971436,0.0,0.0
2012-06-22,0.0,9.1,68.7865795888,1.15,0.0,0.0,0.0,23.5669382179,0.0,0.0
2012-06-25,0.0,8.73,68.036251408,1.11,0.0,0.0,0.0,23.2390203664,0.0,0.0
2012-06-26,0.0,8.91,71.8171258775,1.12,0.0,0.0,0.0,23.5237911322,0.0,0.0
2012-06-27,0.0,8.7,71.494582205,1.1,0.0,0.0,0.0,23.5583088007,0.0,0.0
2012-06-28,0.0,8.61,69.6403683613,1.12,0.0,0.0,0.0,23.5065322979,0.0,0.0
2012-06-29,0.0,9.48,73.9733733434,1.14,0.0,0.0,0.0,24.5420623551,0.0,0.0
2012-07-02,0.0,9.2,77.349994343,1.14,0.0,0.0,0.0,24.6973918636,0.0,0.0
2012-07-03,0.0,9.44,78.6869801145,1.16,0.0,0.0,0.0,23.8344501493,0.0,0.0
2012-07-05,0.0,9.54,77.9062584961,1.14,0.0,0.0,0.0,23.7999324807,0.0,0.0
2012-07-06,0.0,9.15,75.7885511062,1.13,0.0,0.0,0.0,24.0329267436,0.0,0.0
2012-07-09,0.0,9.22,73.0267483811,1.11,0.0,0.0,0.0,23.5410499665,0.0,0.0
2012-07-10,0.0,9.3,70.8114507889,1.11,0.0,0.0,0.0,23.4461263779,0.0,0.0
2012-07-11,0.0,9.43,70.7333786271,1.1,0.0,0.0,0.0,23.0146555207,0.0,0.0
2012-07-12,0.0,9.34,70.5772343034,1.11,0.0,0.0,0.0,22.9283613493,0.0,0.0
2012-07-13,0.0,9.18,72.470484228,1.11,0.0,0.0,0.0,23.0578026064,0.0,0.0
2012-07-16,0.0,8.93,70.0112111301,1.11,0.0,0.0,0.0,22.2638962293,0.0,0.0
2012-07-17,0.0,8.67,68.4204908326,1.15,0.0,0.0,0.0,22.0481608007,0.0,0.0
2012-07-18,0.0,9.35,70.1575964335,1.17,0.0,0.0,0.0,22.1430843893,0.0,0.0
2012-07-19,0.0,9.69,71.7092806501,1.15,0.0,0.0,0.0,22.4623728236,0.0,0.0
2012-07-20,0.0,9.21,71.875183994,1.17,0.0,0.0,0.0,22.2552668121,0.0,0.0
2012-07-23,0.0,8.82,69.542778159,1.15,0.0,0.0,0.0,22.3760786521,0.0,0.0
2012-07-24,0.0,8.93,68.3424186707,1.15,0.0,0.0,0.0,22.3760786521,0.0,0.0
2012-07-25,0.0,8.92,68.2545874887,1.13,0.0,0.0,0.0,22.2284677336,0.0,0.0
2012-07-26,0.0,10.47,71.4848231848,1.15,0.0,0.0,0.0,23.0967672544,0.0,0.0
2012-07-27,0.0,11.23,73.8855421614,1.17,0.0,0.0,0.0,23.5048680292,0.0,0.0
2012-07-30,0.0,11.07,68.31314161,1.16,0.0,0.0,0.0,23.3225251298,0.0,0.0
2012-07-31,0.0,11.0,65.2000141567,1.2,0.0,0.0,0.0,22.0287588438,0.0,0.0
2012-08-01,0.0,10.45,63.941100547,1.22,0.0,0.0,0.0,21.829049954,0.0,0.0
2012-08-02,0.0,10.25,64.91700257,1.22,0.0,0.0,0.0,21.577243093,0.0,0.0
2012-08-03,0.0,10.81,80.6875792617,1.2,0.0,0.0,0.0,22.1329547863,0.0,0.0
2012-08-06,0.0,11.04,83.9470920185,1.25,0.0,0.0,0.0,22.0634908246,0.0,0.0
2012-08-07,0.0,10.76,86.7284127841,1.21,0.0,0.0,0.0,22.5497385563,0.0,0.0
2012-08-08,0.0,10.93,83.7811886746,1.2,0.0,0.0,0.0,22.9404733407,0.0,0.0
2012-08-09,0.0,10.98,83.6933574925,1.21,0.0,0.0,0.0,23.3659401059,0.0,0.0
2012-08-10,0.0,10.84,83.7323935734,1.22,0.0,0.0,0.0,23.244378173,0.0,0.0
2012-08-13,0.0,10.74,83.7519116139,1.21,0.0,0.0,0.0,23.0533522784,0.0,0.0
2012-08-14,0.0,10.97,83.0297441169,1.125,0.0,0.0,0.0,23.0446692832,0.0,0.0
2012-08-15,0.0,10.83,82.7760095909,1.02,0.0,0.0,0.0,23.2964761442,0.0,0.0
2012-08-16,0.0,11.43,84.7570906976,1.03,0.0,0.0,0.0,23.8348218471,0.0,0.0
2012-08-17,0.0,11.64,83.1566113799,1.05,0.0,0.0,0.0,24.1995076459,0.0,0.0
2012-08-20,0.0,11.43,82.6198652672,1.06,0.0,0.0,0.0,22.8015454173,0.0,0.0
2012-08-21,0.0,11.4,81.4195057789,1.1,0.0,0.0,0.0,22.9491563359,0.0,0.0
2012-08-22,0.0,10.99,80.5216759178,1.08,0.0,0.0,0.0,23.6524789478,0.0,0.0
2012-08-23,0.0,11.19,78.5601128515,1.05,0.0,0.0,0.0,23.7566748903,0.0,0.0
2012-08-24,0.0,11.27,78.5601128515,1.0616,0.0,0.0,0.0,24.077945713,0.0,0.0
2012-08-27,0.0,11.68,77.4378255251,1.05,0.0,0.0,0.0,24.0518967274,0.0,0.0
2012-08-28,0.0,11.9,77.4378255251,1.03,0.0,0.0,0.0,24.1821416555,0.0,0.0
2012-08-29,0.0,11.92,77.1255368777,1.03,0.0,0.0,0.0,24.6076084207,0.0,0.0
2012-08-30,0.0,11.9,77.2036090396,0.9901,0.0,0.0,0.0,24.4686804974,0.0,0.0
2012-08-31,0.0,11.88,77.6622829904,0.9601,0.0,0.0,0.0,24.7291703536,0.0,0.0
2012-09-04,0.0,11.8,78.7162571752,0.945,0.0,0.0,0.0,24.6857553776,0.0,0.0
2012-09-05,0.0,11.51,77.9452945771,0.95,0.0,0.0,0.0,24.3992165357,0.0,0.0
2012-09-06,0.0,11.97,80.1605921693,0.88,0.0,0.0,0.0,24.6423404015,0.0,0.0
2012-09-07,0.0,11.84,80.8730006461,0.82,0.0,0.0,0.0,24.5902424303,0.0,0.0
2012-09-10,0.0,11.76,81.0730605608,0.87,0.0,0.0,0.0,24.911513253,0.0,0.0
2012-09-11,0.0,11.77,80.531434938,0.84,0.0,0.0,0.0,24.8333662961,0.0,0.0
2012-09-12,0.0,11.35,80.5509529785,0.8202,0.0,0.0,0.0,24.5034124782,0.0,0.0
2012-09-13,0.0,11.79,82.4637209435,0.85,0.0,0.0,0.0,25.1980520949,0.0,0.0
2012-09-14,0.0,11.97,86.4356421772,0.88,0.0,0.0,0.0,25.5280059128,0.0,0.0
2012-09-17,0.0,11.84,86.3966060962,0.85,0.0,0.0,0.0,25.3803949942,0.0,0.0
2012-09-18,0.0,11.33,86.13311255,0.84,0.0,0.0,0.0,25.3369800182,0.0,0.0
2012-09-19,0.0,11.03,86.5429913997,0.81,0.0,0.0,0.0,25.6929828217,0.0,0.0
2012-09-20,0.0,10.5,83.9470920185,0.82,0.0,0.0,0.0,26.0489856253,0.0,0.0
2012-09-21,0.0,10.27,81.126735172,0.81,0.0,0.0,0.0,26.2139625343,0.0,0.0
2012-09-24,0.0,10.12,80.2191462906,0.8398,0.0,0.0,0.0,25.8753257211,0.0,0.0
2012-09-25,0.0,9.7,79.1261360249,0.8,0.0,0.0,0.0,25.7624467834,0.0,0.0
2012-09-26,0.0,10.36,78.4420287068,0.83,0.0,0.0,0.0,26.0533271229,0.0,0.0
2012-09-27,0.0,10.41,80.0642258869,0.8354,0.0,0.0,0.0,26.2747435007,0.0,0.0
2012-09-28,0.0,10.66,80.6701067615,0.825,0.0,0.0,0.0,26.2573775103,0.0,0.0
2012-10-01,0.0,10.58,83.0154520822,0.83,0.0,0.0,0.0,26.3181584768,0.0,0.0
2012-10-02,0.0,10.66,83.4258875133,0.8201,0.0,0.0,0.0,26.3007924863,0.0,0.0
2012-10-03,0.0,10.43,84.2956197365,0.84,0.0,0.0,0.0,26.6567952899,0.0,0.0
2012-10-04,0.0,10.37,85.9471337331,0.8501,0.0,0.0,0.0,26.8738701701,0.0,0.0
2012-10-05,0.0,10.38,85.9275891888,0.84,0.0,0.0,0.0,27.5858757772,0.0,0.0
2012-10-08,0.0,10.34,84.8233224336,0.83,0.0,0.0,0.0,27.3948498826,0.0,0.0
2012-10-09,0.0,9.84,83.8167784001,0.84,0.0,0.0,0.0,27.0301640838,0.0,0.0
2012-10-10,0.0,9.23,84.3151642808,0.8625,0.0,0.0,0.0,26.8217721988,0.0,0.0
2012-10-11,0.0,9.37,84.0122238435,0.8652,0.0,0.0,0.0,26.7175762563,0.0,0.0
2012-10-12,0.0,9.23,82.888412544,0.9,0.0,0.0,0.0,27.0735790599,0.0,0.0
2012-10-15,0.0,9.5,85.1653519596,0.85,0.0,0.0,0.0,27.9592445711,0.0,0.0
2012-10-16,0.0,9.37,88.2240731487,0.84,0.0,0.0,0.0,28.0894894993,0.0,0.0
2012-10-17,0.0,9.4,89.621508069,0.81,0.0,0.0,0.0,28.4715412884,0.0,0.0
2012-10-18,0.0,9.14,86.4162027973,0.79,0.0,0.0,0.0,28.2805153939,0.0,0.0
2012-10-19,0.0,8.62,83.289075703,0.75,0.0,0.0,0.0,28.3412963603,0.0,0.0
2012-10-22,0.0,8.93,83.6604220454,0.76,0.0,0.0,0.0,28.5410052501,0.0,0.0
2012-10-23,0.0,8.7,83.5529270516,0.702,0.0,0.0,0.0,28.1832610694,0.0,0.0
2012-10-24,0.0,8.77,83.0643134431,0.76,0.0,0.0,0.0,28.1745356015,0.0,0.0
2012-10-25,0.0,8.51,82.3997989355,0.7411,0.0,0.0,0.0,27.7382622104,0.0,0.0
2012-10-26,0.0,8.78,81.6961953393,0.74,0.0,0.0,0.0,27.363067094,0.0,0.0
2012-10-31,0.0,8.37,82.0577694096,0.74,0.0,0.0,0.0,28.2530648119,0.0,0.0
2012-11-01,0.0,8.4,84.383570186,0.7698,0.0,0.0,0.0,28.7591419457,0.0,0.0
2012-11-02,0.0,8.37,77.1227719638,0.7902,0.0,0.0,0.0,28.9249258343,0.0,0.0
2012-11-05,0.0,8.34,76.4680297285,0.784,0.0,0.0,0.0,28.8463966239,0.0,0.0
2012-11-06,0.0,8.57,77.9534150983,0.7616,0.0,0.0,0.0,29.0470823839,0.0,0.0
2012-11-07,0.0,8.51,75.3833075176,0.8,0.0,0.0,0.0,28.5933580571,0.0,0.0
2012-11-08,0.0,8.58,73.7611103374,0.76,0.0,0.0,0.0,28.0087517129,0.0,0.0
2012-11-09,0.0,8.52,74.5819811997,0.751,0.0,0.0,0.0,27.45904724,0.0,0.0
2012-11-12,0.0,8.34,73.3506749063,0.7402,0.0,0.0,0.0,27.904046099,0.0,0.0
2012-11-13,0.0,8.13,72.2268636068,0.7002,0.0,0.0,0.0,27.8953206312,0.0,0.0
2012-11-14,0.0,7.8,70.9857850412,0.735,0.0,0.0,0.0,27.904046099,0.0,0.0
2012-11-15,0.0,7.95,72.754566304,0.7299,0.0,0.0,0.0,27.398841512,0.0,0.0
2012-11-16,0.0,7.75,73.7122489766,0.72,0.0,0.0,0.0,27.904046099,0.0,0.0
2012-11-19,0.0,7.79,73.2529521846,0.635,0.0,0.0,0.0,29.631688728,0.0,0.0
2012-11-20,0.0,7.66,73.4972589889,0.592,0.0,0.0,0.0,30.0592366514,0.0,0.0
