date,Alphabet,Apple,Amazon,Microsoft,eBay,Taiwan_Semicon,ON_Semiconductor,Intel,IBM,AMD,Cisco_Systems,Adobe_Systems,AutoDesk,AT&T,Disney,SalesForce,JP_Morgan,Bank of America,Berkshire Hathaway,Johnson&Johnson,P&G,Home Depot,Walmart,Cocal Cola,Pepsico,Unilever,McDonald's,Starbucks,Merck,United Health,Visa,Master Card,Exxon Mobil,Chevron,General Electronics,US Steel,Tesla,Alibaba,Gilead Sciences,Twitter,GoPro,Tiffany & Co,Shake Shack,Lululemon,DuPont,Splunk,Atlassian,Okta,Pluralsight,Zscaler,DocuSign,MongoDB,WisdomTree India,iShares Singapore,Vietnam(VNM),iShares Indonesia,iShares Philippin,ChinaAMC,AIG,Pfizer,Citigroup,Caterpillar,NVIDIA,Nike,PayPal,Xilinx,Square,Micron Tech,Target,Workday,TWLIO,Roku,VMware,US Bond ETF,US REIT ETF,Gold Shares,SP500,Match,Costco,Tencent,NIO,Uber,Lyft,Slack,Kura Sushi,Crowd Strike,Zoom Technology,Baidu,Pinterest,Pinduoduo,IQIYI,Momo,Luckin Coffee,Beyond Meat,Guardant Health,CRISPR Therapeautics,10x Genomics,Moderna,Regeneron,Blue Apron,Shopify,ServiceNow,Datadog,Livongo Health
,GOOG,AAPL,AMZN,MSFT,EBAY,TSM,ON,INTC,IBM,AMD,CSCO,ADBE,ADSK,T,DIS,CRM,JPM,BAC,BRK.A,JNJ,PG,HD,WMT,KO,PEP,UL,MCD,SBUX,MRK,UNH,V,MA,XOM,CVX,GE,X,TSLA,BABA,GILD,TWTR,GPRO,TIF,SHAK,LULU,DD,SPLK,TEAM,OKTA,PS,ZS,DOCU,MDB,EPI,EWS,VNM,EIDO,EPHE,PEK,AIG,PFE,C,CAT,NVDA,NKE,PYPL,XLNX,SQ,MU,TGT,WDAY,TWLO,ROKU,VMW,BND,IYR,GLD,SPY,MTCH,COST,TCEHY,NIO,UBER,LYFT,WORK,KRUS,CRWD,ZOOM,BIDU,PINS,PDD,IQ,MOMO,LK,BYND,GH,CRSP,TXG,MRNA,REGN,APRN,SHOP,NOW,DDOG,LVGO
10/13/2017,989.68,156.99,1002.94,77.49,38.35,40.82,19.57,39.67,147.1,14.22,33.47,153.93,119.63,35.7,97.38,96.94,95.86,25.83,280850,136.43,93.04,164.47,86.62,46.18,112.62,59.92,165.37,55.72,63.39,192.52,108.66,147.34,82.41,119.16,22.98,27.36,355.57,178.45,81.17,18.63,9.88,94.4,33.54,59.17,101.72,63.55,39.64,27.63,,,,,26.39,25.23,15.3,27,37.8,47.22,63.16,36.34,72.11,130.71,194.59,50.98,68.66,72.81,32.81,40.4,60.85,109.36,32.58,23.02,113.62,82.05,81.57,123.82,254.95,25.79,159.85,45.09,,,,,,,,262.68,,,,34.97,,,,18.42,,,442.96,78.75,94.22,122.29,,
10/20/2017,988.2,156.25,982.91,78.81,37.61,41.12,20.07,40.43,162.07,13.81,34.25,175.64,120.81,35.54,99.4,98.9,99.51,27.17,283352.5,142.4,88.25,163.43,87.44,46.38,111.61,54.79,166.3,54.57,63.88,207.49,107.55,145.38,83.11,118.64,23.83,28.43,345.1,177.32,81.21,17.87,9.56,94.54,34.71,63.29,101.37,64.09,50.17,28.6,,,,30.68,26.25,25.21,15.46,26.71,37.24,46.98,64.87,36.42,73.53,131.36,196.9,53.06,70.97,72.17,32.5,41.5,61.76,108.56,32.62,21.87,118.34,81.69,80.82,121.61,257.11,25.69,160.77,44.92,,,,,,,,264.9,,,,31.34,,,,19.07,,,432.98,77.4,102.1,124.82,,
10/27/2017,1019.27,163.05,1100.95,83.81,36.8,42.15,20.75,44.4,153.68,11.84,34.43,177.33,123.58,33.97,98.31,100.7,101.77,27.8,281600,141.78,87.04,167.34,88.17,46.07,110.6,55.53,165.39,54.88,58.24,212.6,109.71,148.52,83.71,113.54,20.79,27.08,320.87,176.15,77.07,21.68,9.48,94.05,36.06,62.4,103.3,66.65,47.03,27.92,,,,30.89,26.88,25.53,16,26.62,36.66,47.97,64.55,35.6,73.87,137.81,201.86,55.96,71.06,72.76,35.2,40.85,60.26,108.51,31.99,18.79,120.97,81.63,79.6,120.9,257.71,26.01,162.38,45.32,,,,,,,,239.37,,,,31.97,,,,18.95,,,409.22,76.2,107.27,125.73,,
11/03/2017,1032.48,172.5,1111.6,84.14,37.5,42.19,21.65,46.34,151.58,11.12,34.47,182.3,124.85,33.3,98.64,102.71,101.41,27.82,280470.01,140.08,86.58,164.39,89.68,45.97,110.22,55.84,168.65,56.03,56.06,212.87,111.36,149.29,83.18,114.99,20.14,27.04,306.09,183.21,73.46,19.9,10,92.56,36.98,61.15,101.34,67.63,50.99,28.5,,,,29.63,27.23,25.66,16.16,27.01,37.3,47.42,62,35.55,74.05,136.63,208.69,55.71,73.39,72.8,36.89,43.71,59.36,109.76,30.24,19.55,117.94,81.8,80.43,120.62,258.45,27.01,166.44,47.25,,,,,,,,241.54,,,,32.83,,,,19.05,,,408.41,76.95,98.71,124.91,,
11/10/2017,1028.07,174.67,1125.35,83.87,35.97,41.72,21.56,45.58,149.16,11.26,33.99,181.72,123.11,34.22,104.78,105.24,97.51,26.51,275660,139.56,88.16,164.11,90.92,46.54,112.75,56.06,165.59,57.04,55.48,211.07,111.88,149.54,82.94,117.18,20.49,27.46,302.99,186.41,73.77,20.32,9.13,91.57,38.35,64.87,99.64,69.74,52.4,29.19,,,,30.2,26.57,25.86,16.14,26.8,37.28,48.68,62.06,35.18,72.25,136.48,216.14,56.09,73.99,71.87,39.21,44.78,61.4,107.31,25.55,33.25,122.15,81.42,82.51,121.13,258.09,28.46,171.36,49.84,,,,,,,,237.4,,,,31.89,,,,17.45,,,404.54,56.85,100.01,125.98,,
11/17/2017,1019.09,170.15,1129.88,82.4,35.58,42.07,21.44,44.63,148.97,11.38,35.9,182.24,127.49,34.51,103.44,107.58,98.14,26.62,271410,138,88.43,167.74,97.47,45.71,114.68,55,166.72,56.93,55.2,209.9,109.82,149.02,80.24,114.71,18.21,27.28,315.05,185.13,72.44,20.76,8.51,94.83,37.33,66.31,100.74,81.7,52.37,29.24,,,,29.83,26.72,25.77,16.75,27.14,37.11,49.01,60.06,35.37,71.33,136.13,211.36,59.19,76.38,71.81,44.18,46.16,58.14,111.68,25.68,38.59,123.26,81.69,82.14,122.86,257.86,28.82,170.98,52.3,,,,,,,,239.27,,,,29.43,,,,18.59,,,391.59,47.55,104.89,127.54,,
11/24/2017,1040.61,174.97,1186,83.26,35.84,42.99,21.53,44.75,151.84,11.38,36.49,184.46,129.5,34.81,102.64,107.15,98.32,26.59,274417.01,138.01,88.45,172.33,96.62,45.88,115.9,56.85,169.11,56.8,54.35,212.51,111.97,152.74,81.42,116.51,18.19,29.21,315.55,191.19,72.46,22.42,8.29,93.04,37.26,66.79,101.34,84.1,52.23,31.28,,,,29.92,27.23,26.49,16.95,27.49,37.32,49.08,59.03,35.49,72.02,137.39,216.96,59.32,78.57,72.88,48.86,49.68,55.88,116.14,26.29,39.47,124.22,81.86,82.5,122.32,260.36,30.91,171.62,53.73,,,,,,,,249.42,,,,29.8,,,,20.02,,,384.85,45.6,111.81,128.3,,
12/01/2017,1010.17,171.05,1162.35,84.26,35.2,39.7,19.86,44.68,154.76,10.73,37.6,179.52,107.06,36.5,105.25,103.83,104.79,28.1,291000.2,139.98,90.36,180.42,97.35,45.97,116.78,55.86,172.87,57.32,55.87,226.78,110.73,149.69,83.46,119.51,17.88,29.3,306.53,174.61,75.34,20.71,8.58,97.25,40.79,67.22,101.12,79.7,47.01,28.72,,,,27.8,26.34,26.48,16.77,26.59,36.34,47.44,59.88,36.35,75.51,141.52,197.68,59.88,75.3,68.24,38.22,41.99,59.51,100.52,26.07,43.55,124.44,81.56,82.12,121.59,264.46,28.41,185.13,49.03,,,,,,,,235.07,,,,28.35,,,,19.12,,,373.47,46.95,103.27,122.66,,
12/08/2017,1037.05,169.37,1162,84.16,37.65,39,19.42,43.35,154.81,9.94,37.61,173.57,107.16,36.73,104.23,103.44,105.93,29.05,294385.33,140.59,90.37,183.41,96.55,45.31,116.57,56.31,173.15,58.61,55.57,223.91,112.6,149.89,82.66,119.92,17.71,33.23,315.13,177.62,74.22,21.1,8.51,95.75,46.3,73.77,100.73,80.42,46.46,27.16,,,,25.76,26.91,26.39,16.69,27.09,37.15,47.62,59.51,35.74,75.71,143.86,191.49,61.3,72.91,68.54,38.09,43.21,61.37,104.85,24.74,44.79,119.57,81.62,81.58,118.48,265.51,29.38,188.07,50.48,,,,,,,,234.59,,,,31.22,,,,18.88,,,380.78,48.45,100.77,121.81,,
12/15/2017,1064.19,173.97,1179.14,86.85,38.37,39.5,19.9,44.56,152.5,10.29,38.19,177.51,108.4,38.24,111.27,105.48,106.14,29.04,296280,142.46,91.89,182.58,97.11,46.19,119.22,55.96,174.06,58.29,56.24,221.82,113.82,153.4,83.03,119.73,17.82,31.85,343.45,173.55,75.57,22.23,8.02,101.34,45.61,75.82,99.69,82.46,47.03,25.95,,,,29.42,27.15,26.48,16.75,27.39,37.69,47.59,59.39,37.2,74.77,146.69,191.56,64.79,75.65,67.98,37.03,42.4,62.61,103.47,25.38,52.31,123.8,81.82,82.46,119.18,266.51,29.43,192.73,50.31,,,,,,,,233.48,,,,32.14,,,,19.17,,,388.95,57.6,105.22,129.5,,
12/22/2017,1060.12,175.01,1168.36,85.51,37.76,39.63,20.86,46.7,152.5,10.54,38.55,175,103.89,38.94,108.67,102.63,107.45,29.88,296400.3,140.12,92.13,188.13,98.21,45.59,118.6,55.28,171.42,57.3,56.36,220,112.69,150.85,83.97,124.98,17.5,35.11,325.2,176.29,72.71,24.46,8.04,102.84,44.79,78.48,102.69,82.75,46.26,25.52,,,,28.45,27.7,25.74,17.02,27.95,38.22,48.25,59.31,36.14,75.49,155.75,195.27,63.29,73.89,67.92,35.14,44.12,65.39,102.32,24.81,51.62,127.69,81.37,79.84,120.94,267.51,31.91,186.63,52.22,,,,,,,,239.05,,,,22.56,,,,21.15,,,381,63.3,103.86,129.19,,
12/29/2017,1046.4,169.23,1169.47,85.54,37.74,39.65,20.94,46.16,153.42,10.28,38.3,175.24,104.83,38.88,107.51,102.23,106.94,29.52,297600.01,139.72,91.88,189.53,98.75,45.88,119.92,55.34,172.12,57.43,56.27,220.46,114.02,151.36,83.64,125.19,17.45,35.19,311.35,172.43,71.64,24.01,7.95,103.95,43.2,78.59,101.42,82.84,45.52,25.61,,,,29.68,27.84,25.93,17.88,28.43,38.82,48.27,59.58,36.22,74.41,157.58,193.5,62.55,73.62,67.42,34.67,41.12,65.25,101.74,23.6,51.78,125.32,81.57,81.01,123.65,266.86,31.31,186.12,51.92,,,,,,,,234.21,,,,24.44,,,,23.48,,,375.96,60.6,101,130.39,,
01/05/2018,1102.23,175,1229.14,88.19,39.69,42.46,22.83,44.74,162.49,11.88,39.53,185.34,110.84,38.14,111.62,108.1,108.34,30.33,301525,141.71,91.24,192.5,100.13,46.07,118.67,55.54,174.05,59.61,56.99,228.73,118.86,159.04,86.75,127.9,18.54,38.49,316.58,190.7,74.52,24.32,7.57,106.57,44.17,79.43,107.41,87.88,51.87,26.54,,,,29.05,28.62,27.03,18.49,28.98,40.18,50.12,60.65,36.86,75.41,161.96,215.4,63.98,78.7,74.15,41.14,45.8,66.55,109.32,25.76,46.28,131.26,81.26,79.29,125.33,273.42,31.8,187.75,55.87,,,,,,,,245.14,,,,25.08,,,,26.81,,,385.1,60.45,110.58,135.01,,
01/12/2018,1122.26,177.09,1305.2,89.6,38.02,41.19,23.57,43.24,163.14,12.02,40.87,195.05,115.91,36.9,112.47,110.24,112.67,31.19,315225,145.76,89.61,196.42,100.87,46.15,117.38,54.52,173.57,60.4,58.66,228.64,120.09,162.33,87.52,133.6,18.76,39.14,336.22,187.79,79.02,25.41,7.52,108.46,43.15,78.84,107.39,89.64,52.57,27,,,,29.28,28.86,27.35,19.1,29.23,39.61,51.29,60.97,36.54,76.84,170.3,222.98,64.67,80.54,74.66,41.25,42.81,76.8,112.9,26.16,43.38,132.53,81.03,76.96,126.96,277.92,32.64,191.84,56.92,,,,,,,,253.04,,,,25.42,,,,28.52,,,366.96,58.65,112.8,138.19,,
01/19/2018,1137.51,178.46,1294.58,90,38.43,44.67,25.04,44.82,162.37,12.59,41.29,195.73,115.29,37.21,110.59,111.93,113.01,31.72,320238,147.36,91.07,201.33,104.59,47.16,120.17,57.08,176.12,61.26,61.28,243.35,122.7,166.83,87.15,131.3,16.26,38.77,350.02,184.05,80.98,23.66,6.23,107.77,43.5,79.34,108.25,89.94,53.07,29.18,,,,29.12,28.84,27.6,18.94,29.75,39.59,52.47,61.55,36.94,78.3,170.41,230.11,67.21,83.84,75.71,42.56,42.75,78.1,114.11,25.71,40.22,136.04,80.67,77.46,126.42,280.41,32.6,192.29,58.2,,,,,,,,255.98,,,,24.48,,,,29.73,,,371.53,51.15,115.48,142.27,,
01/26/2018,1175.84,171.51,1402.05,94.06,40.89,45.72,25.14,50.08,167.34,12.95,42.56,201.3,117.78,37.82,112.19,113.7,116.32,32.2,325915,145.33,87.73,207.23,108.39,48.53,121.76,57.04,178.36,57.99,62.04,248.47,126.32,170.34,89,131.19,16.13,40.95,342.85,205.22,85.46,24.27,6.29,109.71,43.83,79.08,109.68,92.47,53.85,30.98,,,,28.19,29.39,28.05,19.88,30.56,39.88,54.2,64.68,39.01,80.08,167.06,243.33,68.04,85.45,71.94,45.97,43.67,76.95,118.81,26.53,42.91,150,80.8,78.77,128.07,286.58,34.73,198.91,60.96,,,,,,,,260.25,,,,27.83,,,,39.45,,,374.36,45.9,129.07,149.74,,
02/02/2018,1111.9,160.5,1429.95,91.78,44.3,44.51,23.69,46.15,159.03,12.45,40.93,195.64,111.64,38.07,108.7,110.78,114.28,31.95,314339.9,137.68,84.25,193.97,104.48,46.73,118.67,56.75,169.38,55.77,58.56,231.88,120.91,170.55,84.53,118.58,15.64,34.58,343.75,187.31,81.73,25.92,5.65,105.51,41.91,78.62,100.95,91.23,52.72,29.3,,,,26.52,27.3,27,18.56,29.18,37.2,51.84,63.04,36.61,77.02,157.49,233.52,67.22,76.57,70.64,43.61,40.82,72.95,117.49,25.55,40.46,122.72,79.92,76.46,126.39,275.45,34.71,190.99,55.8,,,,,,,,233.17,,,,26.47,,,,36.91,,,347.86,46.35,125.12,149.76,,
02/09/2018,1037.78,156.41,1339.6,88.18,41.66,41.47,21.15,43.95,149.51,11.31,39.53,187.99,105.94,36.05,103.09,106.98,110.04,30.33,294140.01,129.53,79.92,184.12,99.37,43.13,111.18,52.39,160.8,54.58,54.87,220.96,116.32,165.2,75.78,113.5,14.94,34.24,310.42,176.67,79.32,31.51,5.55,101.88,39.58,77.15,98.95,86.83,50.19,28.87,,,,26.4,27.31,25.87,17.28,28.57,36.59,46.45,60.22,34.16,73.68,149.21,232.08,65.49,74.75,65.38,39.57,40.41,72.45,112.96,24.52,42.46,113.13,79.57,73.28,124.77,261.5,35.71,180.72,52.2,,,,,,,,215.67,,,,28.6,,,,34.88,,,336.38,45.6,119.55,145.16,,
02/16/2018,1094.8,172.43,1448.69,92,43.34,43.48,22.54,45.56,156.18,11.82,44.33,201.56,112.95,37.14,106.53,112.86,114.68,31.97,306000,133.15,82.6,186.97,104.78,44.98,111.06,53.55,157.79,56.48,56.29,229.37,121.85,175.65,76.54,112.14,15.05,44.75,335.49,183.68,80.7,33.06,5.46,101.47,38.03,81.4,102.46,92.64,53.23,34.75,,,,29.96,27.35,26.96,18.9,30.11,37.2,50.1,59.47,36.26,76.82,156.29,243.84,68.3,78.37,67.09,44.11,44.21,75.7,124.01,33.09,48.13,124.55,79.65,75.06,127.96,273.11,41.56,191.56,58.22,,,,,,,,244.72,,,,30.3,,,,40.01,,,332.15,48.9,137.53,154.03,,
02/23/2018,1126.79,175.5,1500,94.06,43.68,43.9,23.74,47.73,155.52,12.07,44,209.74,115.03,36.72,107.25,114.96,117.31,32.03,304020.01,132.02,81.05,188.35,92.89,44.04,109.68,52.76,163.06,56.14,54.87,230.16,122.93,175.76,77.53,112.59,14.49,43.52,352.05,193.29,80.91,32.66,5.49,104.17,37.89,81.86,104.33,95.12,53.27,36.49,,,,31.62,27.47,27.35,19.12,29.52,36.79,49.99,60.07,36.26,77.08,162.41,245.93,68.16,79.69,70.05,44.86,46.53,75.41,127.33,33.52,41.52,126.42,79.58,74.83,126.14,274.71,41.9,189.81,58.55,,,,,,,,250.74,,,,29.83,,,,43.04,,,323.86,53.4,137,160.4,,
03/02/2018,1078.92,176.21,1500.25,93.05,42.95,43.01,24.43,48.98,154.49,11.81,44.06,209.79,116.28,36.35,102.99,121.92,113.32,31.63,303100,128.82,79.5,178.46,88.77,43.72,109.04,51.79,148.27,56.93,54.36,225.19,120.77,175.02,75.55,111.64,14.12,45.39,335.12,179.76,78.69,33,5.59,101.7,39.55,82.07,97.45,102.32,58.17,37.48,,,,35.25,26.82,26.74,18.49,28.7,36.16,49.25,56.51,35.95,73.68,146.38,236.54,65.89,78.87,72.23,46.02,49.11,75.15,131.28,37.33,37.57,116.34,79.37,72.97,125.39,269.08,40.82,189.33,55.89,,,,,,,,250.6,,,,27.65,,,,50.02,,,330.47,46.5,136.75,166.67,,
03/09/2018,1160.04,179.98,1578.89,96.54,43.81,44.59,26.59,52.19,159.31,11.7,45.37,221.11,139.36,37.05,104.73,127.41,118.04,32.72,319600,133.8,80.29,182.16,88.72,44.82,112.54,54.04,157.24,58.46,55.14,225.43,124.51,183.24,74.56,117.22,14.94,43.69,327.17,190.55,80.72,35.35,5.56,101.76,42.33,81,102.86,107.21,61.26,39.71,,,,37.79,26.82,27.06,19,28.46,36.49,50.95,56.57,36.77,76.11,158.25,245.33,66.3,80.71,76.2,52.49,54.59,70.49,137.62,39.51,38.5,125.84,79.32,75.49,125.54,278.87,44.79,188.58,58.17,,,,,,,,263.56,,,,31.05,,,,56.72,,,341.7,41.1,149.16,172.76,,
03/16/2018,1135.73,178.02,1571.68,94.6,42.46,44.97,25.87,51.17,160.26,11.47,45.01,225.55,135.75,37,102.87,125.97,115.44,32.17,310630,133.68,78.97,178.96,89.17,43.46,111.64,52.54,162.36,59,55.67,227.86,124.53,182.55,75.12,115.4,14.31,39.96,321.35,200.28,79.74,35.58,5.51,97.51,41.02,80.76,96.78,106.82,59.26,38.57,,33,,39.28,26.41,26.96,19.07,27.38,35.45,49.87,54.3,36.78,73.47,156.46,250.48,65.91,82.16,76.03,54.89,60.58,70.99,135.33,41.02,35.86,124.47,79.53,76.48,124.6,274.2,46.47,185.87,59.27,,,,,,,,262.39,,,,35.75,,,,51.77,,,343.3,34.35,147.22,169.98,,
03/23/2018,1021.57,164.94,1495.56,87.18,39.71,42.58,25.04,49.36,148.89,10.63,42.42,215.02,128.02,34.7,98.54,114.43,107.01,29.17,288755,125.1,75.91,171.8,85.42,42.33,106.15,52.58,154.98,56.31,53.41,212.55,117,171.83,72.89,112.98,13.07,33.94,301.54,181.2,72.84,31.03,5.54,95.94,40.19,79.51,89.8,102.45,55.36,38.38,,29.43,,38.72,25.51,26.02,18.61,26.33,33.6,47.28,53.41,34.49,67.9,144.29,232.97,64.63,76.44,71.87,51.67,54.21,67.88,127.64,39.93,32.06,122.06,79.52,72.9,127.61,258.05,44.54,180.84,52.39,,,,,,,,230.08,,,,32.89,,,,52.96,,,321.29,32.25,141.66,164.77,,
03/30/2018,1031.79,167.78,1447.34,91.27,40.24,43.76,24.46,52.08,153.43,10.05,42.89,216.08,125.58,35.65,100.44,116.3,109.97,29.99,299100,128.15,79.28,178.24,88.97,43.43,109.15,55.56,156.38,57.89,54.47,214,119.62,175.16,74.61,114.04,13.48,35.19,266.13,183.54,75.39,29.01,4.58,97.66,41.63,89.12,90.73,98.39,53.92,39.85,,28.07,,43.4,26.22,26.67,19.56,26.96,34.94,48.63,54.42,35.49,67.5,147.38,231.59,66.44,75.87,72.24,49.2,52.14,69.43,127.11,38.18,31.1,121.27,79.93,75.47,125.79,263.15,44.44,188.43,53.29,,,,,,,,223.19,,,15.55,37.54,,,,45.71,,,344.36,30.6,124.59,165.45,,
04/06/2018,1007.04,168.38,1405.23,90.23,39.09,42.42,23.42,48.79,150.57,9.61,40.73,218.61,125.75,35.63,100.35,116.1,109.09,29.63,293999.99,128.1,78.43,174.45,86.69,43.92,109.3,56.39,161.25,58.34,53.36,223.96,117.7,169.7,74.87,114.76,13.06,34.49,299.3,167.52,73.41,28.1,4.79,95.58,43.15,89.61,90.73,97.46,54.59,38.64,,28.22,,40.77,26.41,26.28,20.02,26.57,33.95,47.14,53.6,35.17,68.6,142.99,214.25,67.55,73.86,66.3,45.87,48.46,72.29,122.58,37.04,31.36,118.65,79.72,75.15,126.39,259.72,42.11,183.96,51.26,,,,,,,,219.82,,,16.02,37.2,,,,43.27,,,319.61,30,117.42,162.94,,
04/13/2018,1029.27,174.73,1430.79,93.08,39.9,42.65,25.01,51.86,156.71,9.93,43,224.06,129.17,35.14,100.35,119.01,110.3,29.8,295891,130.62,78.37,172.8,86.02,44.51,109.26,56.06,161.73,59.24,57.17,224.28,120.75,174.27,77.84,119.92,13.49,35.51,300.34,172.04,75.22,28.76,4.88,99.02,43.44,91.71,94.23,104.15,60.25,40.59,,27.48,,39.66,26.67,27.01,19.61,27.32,34.15,47.68,53.59,36.32,71.01,150.23,231.5,67.25,77.27,68.49,47.5,52.23,71.52,124.71,39.21,32.69,121.34,79.63,74.45,127.45,265.15,44.84,188.91,51.64,,,,,,,,228.17,,,19.34,38.9,,,,51.77,,,321.56,26.55,117.51,166.9,,
04/20/2018,1072.96,165.72,1527.49,95,42.2,38.95,23.63,51.53,144.9,9.99,44.09,225.24,130.09,34.67,100.24,122.82,111.47,30.26,300140,126.66,73.8,177.01,86.98,43.74,102.48,54.14,158.77,58,58.83,235.06,124.2,177.08,79,122.31,14.54,36.65,290.24,179.11,73.7,31.91,5.26,98.84,43.43,96.31,94.05,104.49,58.21,41.97,,27.22,,37.77,26.42,27.59,18.62,27.07,33.18,46.03,55.43,36.63,70,153.25,228.71,66.09,78.73,64.15,51.46,50.62,70.32,130.53,41.22,32.57,136.05,79.02,73.93,126.63,266.61,46.71,193.56,50.51,,,,,,,,232.5,,,17.81,37.38,,,,54.07,,,314.25,28.95,126.79,168.9,,
04/27/2018,1030.05,162.32,1572.62,95.82,38.23,38.17,22.98,52.73,146.48,11.11,44.71,221.9,126.64,33.04,99.23,120.22,109.4,30.15,295995,128.27,72.81,186.46,87.29,43.31,101.71,55.87,158.3,58.36,59.47,240.18,126.01,175.94,77.79,126.62,14.38,32.37,294.08,177.16,73.86,29,5.07,103.32,47.26,99.17,91.6,102.15,55.42,41.74,,28.71,39.73,36.26,26.78,27.75,17.96,25.52,33.84,46.15,56.25,37,68.99,144.72,226.33,69.56,74.13,64.76,47.57,47.52,72.85,124.24,41.65,32.7,133.05,79.01,75.87,125.5,266.56,46.01,196.58,49.48,,,,,,,,251.93,,,17.99,36.4,,,,48.91,,,313.05,30,126.62,163.18,,
05/04/2018,1048.21,183.83,1580.95,95.16,38,38.59,22.64,52.78,143.91,11.28,45.3,228.51,129.46,32.14,101.15,125.12,108.43,29.3,292600,124.19,72.43,185.03,87.53,42.36,98.99,54.04,165.03,57.68,57.75,235.9,128.16,188.17,76.9,125.53,14.1,34.52,294.09,188.89,65.42,31.04,4.88,103.01,55.95,95.49,91.81,107.25,59.99,45.76,,27.86,41.09,36.97,26.26,27.58,17.64,24.57,33.05,46.02,52.84,34.84,67.94,146.37,239.06,68.1,73.99,66.95,49.1,47.58,71.05,130.05,43.5,31.55,134.35,78.88,76.74,124.54,266.02,34.82,195.19,49.61,,,,,,,,251.73,,,16.17,34.67,,,,49.09,,,291.25,31.35,136.13,171.22,,
05/11/2018,1098.26,188.59,1602.91,97.7,38.26,39.91,23.39,54.67,144.14,11.95,45.93,241.88,136.21,32.29,102.07,130.63,113.86,30.92,298770,127.24,73.37,190.31,83.38,42.14,97.43,55.92,165.39,57.27,59.69,238.28,131.82,193.35,81.28,129.84,14.6,35.76,301.06,194.36,66.16,32.75,5.45,103.75,58.68,98.54,95.31,116.05,64.87,50.5,,29.32,44.37,43.21,26.2,27.68,17.85,25.35,33.79,47.47,52.85,35.5,72.86,154.86,254.53,68.43,79.2,69.2,54.73,51.82,70.25,135.74,53.58,35.14,144.04,78.93,77.64,125,272.85,40.5,195.76,52.41,,,,,,,,269.91,,,20.52,36.33,,,,52.73,,,306.94,36.6,144.47,178.87,,
05/18/2018,1066.36,186.31,1574.37,96.36,38.4,38.96,23.7,54.81,144.5,12.82,43.21,238.09,138.85,32.05,103.93,126.96,111.13,30.81,294380,124.24,73.45,187.42,83.64,42.3,97.51,55.77,160.98,57.2,59.14,244.64,129.93,191.2,81.3,127.86,14.97,36.46,284.54,195,68.02,32.63,5.74,103.35,59.66,102.82,96.23,114.86,63.4,49.23,20.88,27.28,44.78,43.38,25.27,27.21,17.52,23.66,32.91,47.4,54.79,35.64,69.96,155.71,245.94,71.32,80.79,71.23,55.04,53.39,75.94,134.48,55.14,35.4,138.99,78.54,75.32,122.41,271.33,40.75,199.6,52.22,,,,,,,,279.68,,,20.08,35.75,,,,65.4,,,301.81,36.6,147.06,173.94,,
05/25/2018,1075.66,188.58,1610.15,98.36,37.94,39.3,25.85,55.44,143.64,13.54,43.26,243.56,132.75,32.51,102.2,127.96,110.66,30.16,290886,121.47,74.31,186.85,82.46,42.4,100.31,55.65,163.21,57.92,59.09,244.95,131.28,191.17,78.71,122.19,14.63,35.39,278.85,199.2,67.38,33.63,5.99,129.21,58.35,106.18,93.58,110.26,62.94,51.88,21.44,24.95,46.37,44.99,25.57,26.94,16.26,25.17,33.09,46.29,53.3,35.68,68.44,155.85,249.28,72.25,80.96,69.6,55.77,61.35,71.21,130.79,53.25,38.54,136.45,79.13,77.12,123.21,272.15,41.84,198.36,51.89,,,,,,,,243.8,,,22.79,35.36,,,,69.94,,,293.74,42.15,143.64,176.72,,
06/01/2018,1119.5,190.24,1641.54,100.79,38.34,39.2,25.75,57.08,141.95,14.4,43.66,251.31,133.52,32.47,99.36,130.52,108.4,29.4,289200,121.26,73.45,187.35,82.99,43.12,100.25,55.37,159.16,56.91,60.56,243.35,130.85,195.37,81.83,123.85,14.1,37.69,291.82,204.34,68.3,36.65,5.55,132.43,60.16,122.19,94.23,113.95,64.01,57.35,22.05,28.18,50.12,46.52,25.85,26.5,17.28,25.73,32.95,45.99,53.29,36.25,67.28,153.52,257.62,72.76,83.25,70.37,59.41,58.74,72.8,126.29,57.48,37.07,145.93,79.09,78.46,122.49,273.6,42.58,197.13,52.32,,,,,,,,248.46,,,28.46,37.73,,,,67.13,,,306.88,45.75,150.8,181.51,,
06/08/2018,1120.87,191.7,1683.99,101.63,40.29,38.93,25.2,55.05,146.14,15.25,43.48,251.21,135.13,33.83,103.98,133.53,111.11,30.01,294055,124.06,77.18,198.33,84.36,43.95,102.49,55.46,168.91,56.6,62.58,250.68,134.74,200.04,83.6,126.44,13.93,37.16,317.66,205.07,71.91,41.21,5.84,132.19,65.18,122.02,98.96,116.75,64.28,51.28,25.44,40.53,57.92,51.92,25.92,26.55,17.49,25.51,32.84,45.97,55.12,36.67,68.47,155.32,262.28,74.9,84.34,69.54,61.78,61.39,78.02,123.9,58.06,39.24,149.64,78.87,79.42,123.01,278.19,41.52,203.76,53.6,,,,,,,,263.59,,,32.82,39.74,,,,68.15,,,308.1,48,162.81,178.19,,
