date,SP500,Alphabet,Apple,Amazon,Microsoft,eBay,Taiwan_Semicon,ON_Semiconductor,Intel,IBM,AMD,Cisco_Systems,Adobe_Systems,AutoDesk,AT&T,Disney,SalesForce,JP_Morgan,Bank of America,Berkshire Hathaway,Johnson&Johnson,P&G,Home Depot,Walmart,Cocal Cola,Pepsico,Unilever,McDonald's,Starbucks,Merck,United Health,Visa,Master Card,Exxon Mobil,Chevron,General Electronics,US Steel,Tesla,Alibaba,Gilead Sciences,Twitter,GoPro,Tiffany & Co,Shake Shack,Lululemon,DuPont,Splunk,Atlassian,Okta,Pluralsight,Zscaler,DocuSign,MongoDB,WisdomTree India,iShares Singapore,Vietnam(VNM),iShares Indonesia,iShares Philippin,ChinaAMC,AIG,Pfizer,Citigroup,Caterpillar,NVIDIA,Nike,PayPal,Xilinx,Square,Micron Tech,Target,Workday,TWLIO,Roku,VMware,US Bond ETF,US REIT ETF,Gold Shares,Match,Costco,Tencent,NIO,Uber,Lyft,Slack,Kura Sushi,Crowd Strike,Zoom Video,Baidu,Pinterest,Pinduoduo,IQIYI,Momo,Luckin Coffee,Beyond Meat,Guardant Health,CRISPR Therapeautics,10x Genomics,Moderna,Regeneron,Blue Apron,Shopify,ServiceNow,Datadog,Livongo Health
,SPY,GOOGL,AAPL,AMZN,MSFT,EBAY,TSM,ON,INTC,IBM,AMD,CSCO,ADBE,ADSK,T,DIS,CRM,JPM,BAC,BRK-B,JNJ,PG,HD,WMT,KO,PEP,UL,MCD,SBUX,MRK,UNH,V,MA,XOM,CVX,GE,X,TSLA,BABA,GILD,TWTR,GPRO,TIF,SHAK,LULU,DD,SPLK,TEAM,OKTA,PS,ZS,DOCU,MDB,EPI,EWS,VNM,EIDO,EPHE,PEK,AIG,PFE,C,CAT,NVDA,NKE,PYPL,XLNX,SQ,MU,TGT,WDAY,TWLO,ROKU,VMW,BND,IYR,GLD,MTCH,COST,TCEHY,NIO,UBER,LYFT,WORK,KRUS,CRWD,ZM,BIDU,PINS,PDD,IQ,MOMO,LK,BYND,GH,CRSP,TXG,MRNA,REGN,APRN,SHOP,NOW,DDOG,LVGO
2014-11-21,184.264566018,545.89,106.4688955135,332.63,42.8419048775,22.6888405672,19.2791790477,8.615,30.6389565315,128.787224143,2.77,22.5894306327,71.32,61.95,26.0150674057,81.8925869586,58.19,52.0987790216,15.4914160556,146.7,92.7848803648,74.6755255629,86.2499022733,73.6304206995,36.8949871898,83.5578433679,34.9445288406,82.3680585584,36.1639711916,50.0429034783,88.3696232254,61.2111343254,81.6971893107,77.0823193707,94.2690992276,22.5449581814,32.8496472184,242.78,110.73,86.4401275005,40.03,70.72,92.0611407679,0,46.91,0,66.93,0,0,0,0,0,0,22.1738012863,21.4389806811,18.8206941893,25.6993017979,37.558041447,29.9731971907,47.8668935414,24.9115325063,48.8301204342,89.5679622666,19.702553076,45.6228118516,0,39.7682392191,0,34.3,59.8971772052,93,0,0,71.3169684031,71.1000497525,61.3168727174,115.39,0,122.5961670199,16.0461489149,0,0,0,0,0,0,0,245.3,0,0,0,0,0,0,0,0,0,0,405.25,0,0,63.98,0,0
2014-11-24,184.7816622455,547.48,108.4388488906,335.64,42.4936693022,22.6763329374,19.1788537447,8.82,31.2071417327,129.7716156773,2.83,22.7154877233,71.225,61.28,25.5873820571,83.3838863164,58.09,52.5383220704,15.5457084016,147.27,91.9418506712,74.2625345073,86.3552135093,74.2827870967,36.7042939976,83.380402301,35.0456463584,82.7855218258,36.5085626924,49.6989948222,88.5432374165,61.3074463926,81.9575557073,76.2144366302,93.4820659316,22.5533112597,33.0579759122,246.72,113.92,86.4573158336,40.19,72.54,93.0357077475,0,46.93,0,66.96,0,0,0,0,0,0,21.9384106145,21.2879459636,18.6427207217,25.4438596785,37.4332320046,30.024316913,48.3140837906,24.7233665793,49.5035138207,89.1556719753,19.8229548914,45.8710164327,0,39.6705503777,0,34.73,59.9474335418,92.49,0,0,71.066029035,71.1086731667,61.4948372556,115.11,0,122.6663623632,15.8498657477,0,0,0,0,0,0,0,243.91,0,0,0,0,0,0,0,0,0,0,409.75,0,0,63.97,0,0
2014-11-25,184.6479304625,549.23,107.5018641057,335.04,42.3865198944,22.6805021473,19.153772419,8.83,31.2674037995,129.4594915323,2.83,22.9255828743,72,61.03,25.675868681,84.3688803367,59.34,51.9695016543,15.473318607,147.81,91.7870084825,74.8440933407,85.1353583591,73.8913672584,36.8369501313,83.5916416663,34.8181319435,82.640687631,36.3680056329,49.7744869662,89.4569963165,61.9431060363,83.2593876899,75.4659872943,92.3372902284,22.4363681642,33.9386381178,248.09,113.47,86.8956183294,39.76,74.71,95.3303699993,0,48.67,0,65.63,0,0,0,0,0,0,21.6559418083,21.3515395289,18.6338220484,25.1701716934,37.193213846,30.3054753858,47.9458094677,24.9278947608,49.4398144463,89.3912664275,19.8133227461,45.5619314827,0,39.4218878726,0,34.8,60.3913645154,87.37,0,0,72.6971349274,71.2380243791,61.6647124967,115.38,0,121.8503414977,15.692839214,0,0,0,0,0,0,0,244.34,0,0,0,0,0,0,0,0,0,0,413,0,0,62.98,0,0
2014-11-26,185.120449429,547.73,108.7816482022,333.57,42.6365351792,22.7513787165,19.3795043506,9.08,31.7667180672,129.6115520132,2.84,23.0474380619,72.98,61.35,25.9044591259,84.6174302297,59.23,52.0039756189,15.4823673313,148.19,92.225728017,74.9115204518,85.740897966,73.9174619143,36.9737517692,83.9465238002,35.0456463584,82.7003252406,36.1367665994,50.1183956224,89.6488856855,61.9431060363,83.4715380871,75.2271204849,91.5105077761,22.4447212425,33.4651638137,248.44,112.67,86.1994908361,41.13,79.05,94.0988717252,0,48.34,0,68.01,0,0,0,0,0,0,21.8630855995,21.4310314854,18.4647472542,25.4529826114,37.7788581529,31.1387268597,47.8844304139,25.4433057782,49.2578162338,89.0126324865,20.1456317567,45.8007698531,0,40.3987762857,0,35.62,60.441620852,87.87,0,0,73.8430913749,71.341505349,62.1258024366,115.16,0,122.6224902736,15.9480073313,0,0,0,0,0,0,0,246.03,0,0,0,0,0,0,0,0,0,0,415.84,0,0,63.97,0,0
2014-11-28,184.7281695323,549.08,108.7176589973,338.64,42.6901098831,22.8806242251,19.621957166,9.03,32.0680284012,129.7876220437,2.79,23.2281198917,73.68,62,26.0888062588,85.1605577736,59.87,51.8488427781,15.419026261,148.69,93.1203717735,76.2179207297,87.2328071425,76.1442058834,37.4245493749,84.5802418963,35.5091016481,83.2074255513,36.8214155024,50.6636166626,90.1240403136,62.1670315926,84.1754916777,72.0900030557,86.5498130621,22.1273042692,31.5807360834,244.52,111.64,86.2166791693,41.74,77.97,95.6138803934,0,48.19,0,67.1,0,0,0,0,0,0,21.8725012264,21.3197427463,18.1888883796,25.0971882308,37.0780051299,31.7538675184,48.0510307028,25.4842114145,49.1122176637,84.6457210336,20.1986085555,46.4985525431,0,40.3543722669,0,35.95,61.9828151753,87.05,0,0,73.5754227156,71.4622331472,62.3037669748,112.11,0,124.702027318,15.692839214,0,0,0,0,0,0,0,245.11,0,0,0,0,0,0,0,0,0,0,416.11,0,0,63.96,0,0
2014-12-01,183.4443444158,539.65,105.189111417,326,43.4133683856,22.8764550151,19.1788537447,9.54,31.9991574677,129.2834215017,2.67,23.1861008615,73.75,60.51,25.8528419286,85.3354632538,59.08,51.7109469197,15.1928081527,148.52,92.9311202096,75.9229271186,86.7764584532,74.9960410243,37.1908024683,84.2169101878,35.4922487284,82.3221487377,36.6581879494,50.7642728547,90.5169566406,62.1574003859,84.3394260755,73.5311661387,88.823464806,21.7347095917,29.5069186314,231.64,105.99,86.4143450007,39.04,73.5,94.6215940142,0,47.04,0,63.73,0,0,0,0,0,0,21.6936043158,20.8984353766,18.1710910328,25.2066634248,37.3756276465,31.3960294621,47.7265985612,25.5742038144,48.5480232047,83.2994670211,19.8229548914,45.7492556948,0,40.2211602106,0,34.99,60.9358081622,85.01,0,0,72.7807813834,71.3556727561,62.0772666535,116.58,0,124.5791854673,15.0941755542,0,0,0,0,0,0,0,236.61,0,0,0,0,0,0,0,0,0,0,408.72,0,0,61.85,0,0
2014-12-02,184.6300995581,538.59,104.7868935581,326.31,43.2705025086,22.9389931644,18.869517394,9.45,32.3693387351,130.187781204,2.68,23.3793884004,73.47,60.74,25.2850527591,86.0442907264,59.25,52.6417439642,15.5185622286,149.87,93.3440327127,76.7573376186,86.5570600449,75.1526089597,37.1824543644,84.8252795601,35.6102191658,81.7462890629,36.440551212,50.9823612708,91.2205509936,62.6052514985,84.5612196725,74.9962159026,90.6439761674,21.7597688264,29.5447965758,231.43,109.89,87.8237883205,38.91,73.89,95.153176003,0,46.06,0,63.19,0,0,0,0,0,0,21.8819168532,20.9699781375,18.2511790932,25.2705239546,37.5196385416,33.1511399286,48.3184680087,25.8278187594,49.4671141782,83.7285854876,19.8518513271,45.9131643804,0,40.6829620059,0,35.605,61.2038419575,83.56,0,0,70.7732664389,71.200138473,62.2956776776,115.14,0,125.5268226014,15.280644563,0,0,0,0,0,0,0,234.74,0,0,0,0,0,0,0,0,0,0,421.24,0,0,61.73,0,0
2014-12-03,185.3433357339,536.97,105.9752645049,316.5,42.9311960506,22.8514397554,19.1704933028,9.8,32.2229880015,131.668370097,2.74,23.4886378789,73.18,61.45,25.0712100848,85.7128908691,58.88,53.0381945573,15.6904879909,149.73,92.6644475515,75.8555000074,86.9362321702,74.300183534,36.5646946826,83.6296647521,35.3742782911,82.0814909632,36.4858921989,50.8146009507,92.4495567142,62.9880919657,85.1687412644,75.6013451529,90.3975313979,22.0354204085,30.6432569613,229.3,110.64,86.697952498,39.06,73.65,94.967122307,0,45.71,0,63.63,0,0,0,0,0,0,22.0890606445,20.8904861809,18.2600777666,25.2157863576,37.7212537948,33.934975671,48.2481610345,25.9750790501,50.2406065817,84.2923293553,20.3623550245,46.1285872243,0,41.6065655965,0,36.1,61.4216194163,82.73,0,0,71.3336976943,71.1785364893,62.2390525973,116.33,0,125.2021691388,15.0205693665,0,0,0,0,0,0,0,231.29,0,0,0,0,0,0,0,0,0,0,424.41,0,0,61.83,0,0
2014-12-04,185.1382803334,542.58,105.573046646,316.93,43.6098089666,22.7930708161,19.0785284418,9.84,32.2488146015,131.2922204863,2.69,23.3373693702,73.03,61.09,25.0048451169,85.8233574882,58.95,52.9002986988,15.6178888562,150.05,92.5268100504,76.344346563,87.2536786007,74.1427308257,36.3142515683,83.1448304467,35.4838222686,82.2190096915,36.8667564893,51.0997934948,91.4131678344,62.8773330884,85.6026852587,75.1395359882,89.260705526,21.7931811394,30.491745184,228.28,109.17,87.5058041569,38.79,71.98,95.0911581043,0,45.92,0,64.03,0,0,0,0,0,0,22.0231512563,20.8268926157,18.0643069523,25.3252615517,37.3660269202,35.613406554,48.4854470724,25.909630032,50.2133068498,83.8632108888,20.179344265,46.3861580159,0,41.6554100172,0,36.07,61.3797391357,82.29,0,0,70.3801280956,71.2692648211,62.3361241636,115.88,0,125.4917249298,14.9371490204,0,0,0,0,0,0,0,230.81,0,0,0,0,0,0,0,0,0,0,423.21,0,0,62.5,0,0
2014-12-05,185.4414057081,528.08,105.1251222122,312.63,43.2347860393,22.8514397554,19.0116449065,10.22,32.4296008019,130.6679721963,2.66,23.1104666071,72.4,60.9,25.0269667729,86.3112517225,58.85,54.037939531,16.0444087727,150.68,93.3440327127,76.1757787853,87.8621175925,73.5828989743,36.3392958798,83.1533363117,35.7450425228,82.7776795253,37.8914627944,51.577910407,92.0184923129,63.4094572598,85.9016244547,74.7016135044,88.1397793166,21.7263565135,30.3970503232,223.71,107.9,89.8863883006,38.49,72.18,95.2063342019,0,45.51,0,65.85,0,0,0,0,0,0,21.9289949876,20.842791007,18.3045711335,25.1428028949,36.8955913295,35.3748478498,48.6260610208,26.1714261043,51.0322988064,83.1143570944,20.2949300078,46.5172849643,0,41.881870513,0,36.49,61.6980292677,83.36,0,0,70.288116994,71.096448951,62.0125522759,114.43,0,125.6935365417,15.1236180292,0,0,0,0,0,0,0,232.72,0,0,0,0,0,0,0,0,0,0,423.23,0,0,62.63,0,0
2014-12-08,184.2021578526,530.73,102.7483803187,306.64,42.587425034,22.9931928938,18.8109943006,10.01,32.0249840677,129.5395233643,2.58,22.8835638441,72.05,60.1,24.982723461,86.3480739289,56.41,54.0120840576,16.026258989,151.94,93.3526350565,76.4960575631,88.5587361483,73.6791200738,36.0137198312,83.1703480417,35.6102191658,79.597558933,37.9957470644,51.9050430312,91.6424574096,63.3492622178,84.898731668,73.0136213851,84.9041979887,21.4590580097,28.4463361903,214.36,105.07,90.7200224592,36.29,67.65,94.1786090235,0,44.93,0,62.805,0,0,0,0,0,0,21.5806167933,20.7315022678,17.9397255251,24.7049021188,36.6171702656,36.5165216484,48.9424424046,26.1550638498,51.2961962146,80.1441841794,20.0348620865,45.7633050107,0,41.6509696153,0,36.02,61.798541941,81.96,0,0,68.8075747225,71.2433424406,62.2875883805,115.78,0,124.8862900941,14.77227116,0,0,0,0,0,0,0,227.67,0,0,0,0,0,0,0,0,0,0,434.95,0,0,61.69,0,0
2014-12-09,184.0773415219,536.11,104.3206864944,312.5,42.4936693022,23.0974231427,18.8778778359,10.01,31.7581092005,130.4438830665,2.59,23.0432361588,71.565,60.17,24.2527088144,85.556396492,56.14,53.8224772522,15.9355100706,150.46,92.9483248973,76.4539156186,87.8621175925,73.0930461043,35.0954284122,82.6174668162,35.2394549341,78.523193868,37.6466214649,50.3364840385,92.6513315404,63.5996735926,84.7058676706,72.7588301218,85.0711444454,21.367174149,29.3932847985,216.89,107.48,91.0165212064,37.05,67.9,94.0988717252,0,47.73,0,62.61,0,0,0,0,0,0,21.156913584,20.9381813548,17.441399816,24.7140250517,36.7611811607,34.0372151156,48.8545586869,26.1387015953,50.8230008619,80.3124659309,19.9674370699,45.4401707449,0,41.917393728,0,35.655,61.6477729311,83.65,0,0,68.0296626815,71.2692648211,62.4979101075,118.19,0,125.5092737656,14.5445826861,0,0,0,0,0,0,0,229.9,0,0,0,0,0,0,0,0,0,0,432.67,0,0,62.03,0,0
2014-12-10,181.1263268445,528.04,102.3370211448,305.84,41.8775602074,23.0432234133,18.5518206014,9.73,31.3534924663,128.4590936316,2.48,22.5810268267,69.85,58.91,23.9577534016,84.3504692335,55.32,52.2970043181,15.7721620175,149.08,91.3913006672,75.8555000074,87.2448606443,72.5856984889,34.7281118447,81.8094096405,34.9950875995,77.3542846773,37.4788598132,50.3113199905,90.88121602,63.0169855859,83.24974449,70.6010666109,83.3619307219,21.1082287234,27.5372655264,209.84,103.88,90.1012424652,36.35,62.76,92.0700004678,0,46.7,0,59.52,0,0,0,0,0,0,21.156913584,21.0812668766,17.441399816,24.7049021188,36.2235404856,35.0681295159,48.1954308039,26.06507145,49.5672131951,78.2678426495,19.5243583891,45.7352063789,0,41.2069294275,0,34.86,61.0698250599,82.45,0,0,66.8167890692,71.4593622782,62.352302758,117.96,0,123.0612111691,14.348299519,0,0,0,0,0,0,0,225.12,0,0,0,0,0,0,0,0,0,0,422.93,0,0,61.26,0,0
2014-12-11,182.0446184208,532.11,102.0353577506,307.36,42.1186463749,23.6748587212,18.5100183918,9.77,31.5945407335,128.9072718911,2.49,22.6818724992,69.74,58.82,24.1199788787,85.5195742857,55.48,52.6934549111,15.853836044,150.13,91.8042131702,76.2010639519,88.4176488458,73.3292251666,34.669675118,81.9029741556,34.927675921,78.1879919678,37.6874283531,50.1519476864,91.4681973325,63.3540778212,84.5612196725,71.0230646407,83.4016798783,21.2251718188,27.025913278,208.88,104.97,89.6457516362,36.7,60.05,92.7699167531,0,50.955,0,57.26,0,0,0,0,0,0,20.9309385391,21.1289620506,17.4502984894,24.586303992,36.1755368539,35.4685673407,48.4942354442,25.8932677775,49.6036128376,77.9901777594,19.5147262439,45.5244666403,0,40.8872204923,0,35.19,61.5891405384,82.98,0,0,65.3529760888,71.3902359301,62.4089278383,117.69,0,124.0790436465,14.3433924398,0,0,0,0,0,0,0,229.23,0,0,0,0,0,0,0,0,0,0,424.35,0,0,61.35,0,0
2014-12-12,179.1025191957,521.51,100.3076492204,307.32,41.922205794,23.2516839109,18.3678908793,9.65,31.185619566,124.3534606471,2.52,22.5684211176,76.02,58.88,23.7144151861,85.277229988,55.07,51.7454208843,15.5452897215,146.46,89.834276437,75.4762225074,87.9855689821,73.3117304213,34.1520926818,80.5845650795,33.9502065828,77.8871697496,37.7463716362,48.7827843016,90.5785537807,61.8275315556,81.1282405183,68.9528856265,81.3903725663,20.7908117501,26.3441102801,207,105.11,89.4910566377,37.1,60.52,92.202895965,0,52.95,0,55.77,0,0,0,0,0,0,20.5072353298,20.9699781375,17.3791091024,24.1666490815,36.4059542861,35.0851694233,47.5011494338,25.3205888693,48.5935227578,76.1474925799,18.9079010942,45.167522509,0,40.1057097618,0,34,60.6426461985,81.58,0,0,64.1819257045,71.6321781482,61.8426770349,117.41,0,120.9816741247,14.1716446685,0,0,0,0,0,0,0,229.32,0,0,0,0,0,0,0,0,0,0,416.44,0,0,61.25,0,0
2014-12-15,177.8721867924,515.84,98.9318813166,306.07,41.6721905092,23.1140999825,18.3428095536,9.64,30.9230491321,122.4967221435,2.47,22.421354512,73.04,58.21,23.780780154,84.7272948509,55.41,50.9869936628,15.29119275,146.12,89.4299662778,75.1812288963,88.223653805,73.4254462661,33.8682571523,80.074213179,33.3940602352,76.0306669173,36.6763243441,48.1320091126,90.1291462134,61.8082691422,81.5911141121,69.1917524359,80.181998213,20.5402194028,26.2399459332,204.04,104.7,88.6574224791,36.85,57,92.2560541638,0,53.87,0,54.87,0,0,0,0,0,0,20.0364539861,20.7632990504,17.0765542077,22.9806678129,36.6939760763,35.2896483126,47.0002122428,25.246958724,48.0384282095,75.5164360115,18.8501082228,44.8199716443,0,39.2176293862,0,33.355,61.3127306869,80.89,0,0,63.9309863365,71.5025662457,61.1146402876,114.39,0,121.2536810799,13.8624986803,0,0,0,0,0,0,0,225.81,0,0,0,13.7715626377,0,0,0,0,0,0,401.01,0,0,63.44,0,0
2014-12-16,176.4457144408,498.16,97.5789667003,295.06,40.3238937946,23.3225604802,17.924787458,9.565,30.6131299314,121.1761969146,2.5,22.3415183546,72.32,56.63,23.6996674155,84.0468666304,53.79,50.3578438086,15.1732191561,145.28,88.3976850203,75.3160831185,85.5870848407,72.5682037436,33.7179912838,78.7558041029,33.6805598688,76.2541348508,35.8783229738,48.0052347251,87.9096231256,61.0161023892,79.6914037375,68.801603314,80.8497840398,20.4566886203,26.4198661687,197.81,105.77,86.3369975014,35.13,58.27,90.2183232066,0,52.5,0,53.75,0,0,0,0,0,0,19.5656726424,20.4771280069,16.658316559,22.8711926189,36.2523426646,36.729605691,46.4729099364,25.091517306,46.5642426876,75.1714584209,18.633384955,43.7773190503,0,38.8135528153,0,32.915,60.5421335253,78.87,0,0,64.1819257045,71.6667413223,60.8315148858,114.95,0,120.4815323039,13.6318659589,0,0,0,0,0,0,0,219.96,0,0,0,13.2572719168,0,0,0,0,0,0,396.13,0,0,63.58,0,0
2014-12-17,179.9049098934,506.45,100.0151271412,298.88,40.8417825989,23.516428743,18.0919962963,9.66,31.198532866,121.5923624412,2.55,22.5306039905,73.995,57.01,24.0904833374,85.1746997082,57,51.5127216231,15.6632633154,148.45,89.5245920598,76.4454872297,87.2448606443,73.6791200738,34.6863713256,79.7169668487,33.899647824,78.7724465631,36.4700228535,48.7067196691,90.927073935,62.3813259422,81.7068325106,70.8797445551,84.2841111495,20.5986909505,27.1584860831,205.82,109.02,88.0042658187,35.57,59.5,92.3092123627,0,53.24,0,56.62,0,0,0,0,0,0,20.1588571355,20.5683784136,16.4981404382,23.7526941795,36.1104429692,38.0075135496,47.4747843185,25.4596680327,47.7290312481,75.5164360115,19.3991405011,44.3831847468,0,38.5604499082,0,33.83,61.6226447628,80.62,0,0,65.7879376601,71.4939254522,62.1905168141,114.27,0,122.2539647215,13.6318659589,0,0,0,0,0,0,0,223.85,0,0,0,12.6572660757,0,0,0,0,0,0,410.99,0,0,65.69,0,0
2014-12-18,184.35372054,514.62,102.9769131931,297.73,42.431165481,23.9854648628,18.2174029249,10.04,31.8700244674,126.1941927844,2.55,23.2365236977,74.89,59.46,24.7098897042,86.321174655,59.33,52.9864836103,15.9082853951,152.67,91.8816342645,77.5411777854,88.7703671019,75.1749208018,35.3876120455,81.1119287099,34.8602642425,80.5086205081,36.2863918564,49.8476891564,93.7702646673,63.6044891959,83.8186932824,72.5836611283,86.6770103625,21.1917595058,27.1300776249,218.26,109.25,90.702834126,36.73,57.09,92.1408780663,0,53.15,0,59.19,0,0,0,0,0,0,20.6578853597,20.6818367658,16.9964661473,24.4663729723,36.3607419607,37.4792764189,48.344833124,26.1550638498,49.2305165019,77.1487690017,19.476197663,45.5949161399,0,38.8179932172,0,34.45,62.518882766,84.57,0,0,69.9284372331,71.3815951366,62.7486783204,115.15,0,124.2106599151,14.2501579354,0,0,0,0,0,0,0,231.88,0,0,0,13.104889481,0,0,0,0,0,0,423.79,0,0,68.08,0,0
2014-12-19,185.1337512836,520.04,102.1816187902,299.9,42.5561731234,23.8228656746,18.5601810433,10.08,31.3104481329,126.8584569905,2.57,23.3373693702,74.45,59.9,24.7320113601,86.5821608217,59.86,53.3743157122,15.9899594216,151.56,90.7977389441,77.5833197298,89.8814296086,74.4926257329,35.020295478,81.17997563,34.6327498276,80.1218490847,36.0188800334,50.3547867063,93.9995542425,63.0049465775,83.3558196886,74.5582934188,89.7774445587,21.5963754391,27.0732607084,219.29,110.65,93.2037366019,37.08,53.9,92.0964171137,0,53.5,0,61.605,0,0,0,0,0,0,20.5919759716,20.82771179,16.6405192123,24.603618894,36.4858914565,37.6667154008,49.0215377506,26.130520468,49.1486173062,77.1655971768,19.6688405676,44.5428702792,0,38.1918965524,0,34.49,61.9409348948,85.45,0,0,70.2546584116,71.5371294197,62.8781070755,114.77,0,124.3949226912,14.7654012492,0,0,0,0,0,0,0,234.23,0,0,0,11.9620212123,0,0,0,0,0,0,427.64,0,0,69.1,0,0
2014-12-22,185.9853737111,532.3,103.2420113273,306.54,42.8419048775,23.9020806637,18.7023085558,10.21,32.0335929344,129.2033896697,2.66,23.715540642,74.5,60.19,24.960601805,87.8032032448,59.86,53.3829342034,16.0716334482,151.9,91.8214178578,78.0468811188,91.2658487638,75.5598051997,35.3542196303,82.1836677008,34.9192494612,80.6977087595,36.5176308898,49.8307859048,94.5039913079,63.6165282043,83.7319044836,74.3114643825,89.0619597442,21.6722409266,24.8005840487,222.6,108.77,79.839807564,38.43,58,92.3898594005,0,53.96,0,61.45,0,0,0,0,0,0,20.9026916584,21.1680868465,16.9163780869,24.5853194377,36.7650711009,37.598555771,49.3291307626,26.2532373769,49.1031177531,77.6788565191,20.0155977961,45.0548033097,0,38.9600860773,0,34.635,62.4016179805,84.14,0,0,70.037177626,71.5025662457,63.9135371161,112.55,0,125.65843887,14.4219057067,0,0,0,0,0,0,0,234.6,0,0,0,10.3143861249,0,0,0,0,0,0,412.97,0,0,69.71,0,0
2014-12-23,186.236378216,538.77,102.8763587283,306.285,43.2615733913,23.8583039592,18.5685414852,10.17,32.2229880015,129.8436443261,2.67,23.7407520601,74.38,60.65,25.0933317408,88.2599290366,60.5,53.8483327257,16.2712810687,151.75,89.7052412798,78.6284399522,91.4951156302,75.8047316347,35.8718020665,82.8131017114,34.885543622,80.9813411367,36.9211656737,48.3517513842,94.3297312307,63.8693473808,84.5033604733,75.3147049817,90.5883273485,21.815542403,24.9994432564,220.97,105.52,76.8748200926,37.57,61.54,95.1375462682,0,54.56,0,61.6,0,0,0,0,0,0,20.5354822104,21.0546284943,17.0352499329,24.521271341,36.7939517537,36.2524030831,49.6015702876,25.7296452323,49.521713642,78.6717188533,19.890379908,45.0735898429,0,38.9956092923,0,34.97,62.5607630465,84.86,0,0,70.2211998292,71.1926062933,63.5899652284,112.74,0,126.4832341534,14.3286712023,0,0,0,0,0,0,0,233.16,0,0,0,11.4001109802,0,0,0,0,0,0,394.05,0,0,69.57,0,0
2014-12-24,186.2543071093,536.93,102.3918690347,303.03,42.9847707545,23.8061888348,18.685587672,10.22,32.2315968682,129.5075106315,2.65,23.7827710903,74.74,60.99,25.0417145435,88.0082638044,60.33,53.8483327257,16.3166555279,151.54,89.971913938,78.5020141188,91.3187565022,75.6035420631,35.846757755,82.5834433562,34.9613817603,80.6461392364,36.8486200945,48.56304203,94.1738143196,64.4399963791,84.6383652715,74.6697645965,90.2067354474,21.7733949099,25.1036076033,222.26,105.95,78.456146744,37.61,66.41,95.3865276025,0,54.4,0,61.49,0,0,0,0,0,0,20.4413259417,21.1842951825,16.9986739803,24.8872604655,36.8709668281,35.8178854433,49.4609563392,25.7051018505,49.6309125695,78.85682878,19.8133227461,45.2238821087,0,39.151023358,0,34.91,62.5272588221,84.28,0,0,70.4554099061,71.2186491929,63.3314798259,112.77,0,126.044513258,14.2354366979,0,0,0,0,0,0,0,230.98,0,0,0,11.4572543936,0,0,0,0,0,0,400.12,0,0,69.69,0,0
2014-12-26,186.8549250318,541.52,104.2018493997,309.09,42.7526137043,23.781173575,18.6521459043,10.21,32.3262944017,129.9236761582,2.65,23.8247901205,74.67,61.03,25.1965661352,88.5768408105,60.8,53.9086621637,16.3166555279,151.35,90.3762240972,78.7717225633,91.4862976738,76.0234159517,35.8634539626,82.5494198962,35.0035140593,81.4626566858,37.1025296215,48.8334940566,94.0545837405,64.1968084094,84.6383652715,74.2159176588,90.0318391594,21.7312474169,25.2361804085,227.82,105.95,80.60468839,37.6,69.23,95.6532933178,0,54.77,0,62.98,0,0,0,0,0,0,20.3942478073,21.2005035185,16.9346660632,25.0794047558,37.1405195882,38.1949525315,49.5839935441,25.8932677775,49.5308135526,79.2859472464,19.8325870366,45.4775003072,0,39.004490096,0,35,62.8706771224,84.96,0,0,70.4805038429,71.2794159584,63.5766972233,114.83,0,125.8602504819,14.6083747155,0,0,0,0,0,0,0,234.88,0,0,0,10.9810592817,0,0,0,0,0,0,413.48,0,0,70.12,0,0
2014-12-29,187.1059295367,537.31,104.1287188799,312.04,42.3686616598,23.7770043651,18.7106689977,10.2,32.0077663344,128.4590936316,2.66,23.9172319869,74.13,60.755,25.1523228233,89.0149247333,60.35,54.262020301,16.4346291218,152.05,90.6084873802,78.0805946743,92.1740982732,75.7872368894,35.7799729246,82.2772322159,34.7844261042,81.6861246193,37.3519050497,48.7912359274,93.8528089144,63.9102800094,84.5515764727,74.1044464811,90.0874879783,21.663811428,25.4729175605,225.71,105.98,83.6212408609,36.42,64.74,96.6314342739,0,55.38,0,61.7,0,0,0,0,0,0,20.5919759716,21.2005035185,16.8889461224,24.8872604655,36.7458173323,37.9393539198,49.6455121465,25.6805584688,49.8038108715,78.8484146924,19.8036906009,45.6982420727,0,38.8890396472,0,35.53,63.2643517593,83.69,0,0,69.7527796755,71.4009494894,63.8546102736,113.67,0,125.7725063028,14.2746933313,0,0,0,0,0,0,0,230.21,0,0,0,10.9810592817,0,0,0,0,0,0,413.87,0,0,68.86,0,0
